"Project","MethodIndex","Method","Count","Tests"
"druid","84","com.alibaba.druid.filter.FilterChainImpl.preparedStatement_executeQuery(PreparedStatementProxy)","21","com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getNString_1 [],com.alibaba.druid.bvt.filter.StatFilterOpenInputStreamCountTest.test_stat_1 [],com.alibaba.druid.bvt.pool.TestGetUpdateCount.test_executeQuery [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getNClob_1 [],com.alibaba.druid.bvt.filter.log.LogFilterTest2.test_select [],com.alibaba.druid.bvt.filter.StatFilterReadBytesLengthTest.test_stat [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getURL_1 [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getArray [],com.alibaba.druid.bvt.stat.DruidStatServiceTest.test_statService_getSqlList [],com.alibaba.druid.bvt.stat.DruidStatServiceTest.test_statService_getSqlById [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getNClob [],com.alibaba.druid.bvt.filter.StatFilterOpenBlobCountTest2.test_stat [],com.alibaba.druid.bvt.pool.DruidPooledResultSetTest.test_notSupport [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getSQLXML [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getRef_1 [],com.alibaba.druid.bvt.pool.DruidPooledResultSetTest.testWrap [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getArray_1 [],com.alibaba.druid.bvt.pool.DumpTest.test_getPoolingConnectionInfo [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getObject_1 [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getNCharacterStream [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getRowId_1 []"
"druid","86","com.alibaba.druid.pool.DruidDataSource.createAndStartCreatorThread()","21","com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_getResultSet.test_connect [],com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_getResultSetHoldability [],com.alibaba.druid.bvt.pool.DruidPooledStatementTest.test_setFetchDirection_error [],com.alibaba.druid.bvt.pool.TestClose_2.test_close [],com.alibaba.druid.bvt.pool.DruidDataSourceTest6.testValidate [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getNString [],com.alibaba.druid.bvt.pool.DruidDataSourceTest_getPoolingPeakTime.test_error [],com.alibaba.druid.bvt.stat.DruidStatServiceTest.test_statService_getSpring [],com.alibaba.druid.bvt.pool.DruidDataSourceTest_getProperties.test_error [],com.alibaba.druid.bvt.pool.DruidPooledConnectionTest1.test_conn [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getBoolean [],com.alibaba.druid.bvt.pool.TestConnectTimeout.testConnectTimeout [],com.alibaba.druid.bvt.hibernate.HibernateCRUDTest.test_transactional_update [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getURL_1 [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getString_1 [],com.alibaba.druid.bvt.pool.ParamTest.test_zero [],com.alibaba.druid.bvt.pool.DruidPooledStatementTest.test_setQueryTimeout_error [],com.alibaba.druid.bvt.pool.DruidPooledStatementTest.test_cancel_error [],com.alibaba.druid.bvt.pool.TestIdle.test_idle [],com.alibaba.druid.bvt.filter.log.LogFilterTest.test_select [],com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_setCatalog.test_connect []"
"druid","88","com.alibaba.druid.pool.DruidConnectionHolder.reset()","20","com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_execute_3.test_connect [],com.alibaba.druid.bvt.pool.TestRemoveAbandoned2.test_removeAbandoned [],com.alibaba.druid.bvt.pool.TestIdle3.test_idle2 [],com.alibaba.druid.bvt.proxy.filter.StatFilterConcurrentTest.test_stat [],com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_setQueryTimeout.test_connect []"
"druid","89","com.alibaba.druid.wall.WallProvider.addWhiteSql(String,Map<String,WallSqlTableStat>,Map<String,WallSqlFunctionStat>,boolean)","19","com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest_hint.test_true [],com.alibaba.druid.bvt.filter.wall.sqlserver.SQLServerWallTest_9.test_true [],com.alibaba.druid.bvt.filter.wall.WallAlterTest_0.testORACLE [],com.alibaba.druid.bvt.filter.wall.WallSelectIntoTest.testMySql [],com.alibaba.druid.bvt.filter.wall.WallDeleteWhereTest2.test_check_false [],com.alibaba.druid.bvt.filter.wall.TenantSelectTest.testMySql2 [],com.alibaba.druid.bvt.filter.wall.sqlserver.SQLServerWallTest_0.test_true6 [],com.alibaba.druid.bvt.filter.wall.sqlserver.SQLServerWallTest_0.test_true2 [],com.alibaba.druid.bvt.filter.wall.sqlserver.SQLServerWallTest_12.test_true [],com.alibaba.druid.bvt.filter.wall.sqlserver.SQLServerWallTest_2.test_true [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest147_optimize.test_false [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getFloat [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest52.test_true []"
"druid","96","com.alibaba.druid.wall.WallProvider.getTableStatWithLowerName(String)","18","com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest89.test_true [],com.alibaba.druid.bvt.filter.wall.oracle.OracleWallPermitFunctionTest.test_permitTable [],com.alibaba.druid.bvt.filter.wall.WallStatTest_create_table.testMySql [],com.alibaba.druid.bvt.filter.wall.WallReadOnlyTest2.testORACLE [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest_ifnull_1.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest63.test_true [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest100.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest6.test_stuff [],com.alibaba.druid.bvt.filter.wall.WallStatTest_select_into.testMySql [],com.alibaba.druid.bvt.filter.wall.WallUnionTest.testOracle [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest95.test_false [],com.alibaba.druid.bvt.filter.wall.WallSelectWhereTest6.test_check_true [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest1.testMySql [],com.alibaba.druid.bvt.filter.wall.WallStatTest_insert.testPG [],com.alibaba.druid.bvt.filter.wall.WallReadOnlyTest.testORACLE [],com.alibaba.druid.bvt.filter.wall.oracle.OracleWallPermitSchemaTest.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest131.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest66.test_true []"
"druid","100","com.alibaba.druid.pool.DruidPooledPreparedStatement.executeQuery()","17","com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getUnicodeStream [],com.alibaba.druid.bvt.pool.TestH2.test_h2 [],com.alibaba.druid.bvt.pool.TestOracleWall.test_oracle [],com.alibaba.druid.bvt.filter.StatFilterReadStringLengthTest.test_stat_1 [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getObject [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getArray [],com.alibaba.druid.bvt.pool.TestOracleWrap.test_oracle [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getRowId [],com.alibaba.druid.bvt.pool.TestOracleWall2.test_oracle [],com.alibaba.druid.bvt.filter.wall.WallFilterTest3.test_wallFilter [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getNClob [],com.alibaba.druid.bvt.filter.StatFilterOpenBlobCountTest.test_stat [],com.alibaba.druid.bvt.stat.DruidStatServiceTest.test_statService_getDataSourceIdList [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getObject_1 [],com.alibaba.druid.bvt.filter.StatFilterBuildSlowParameterTest.test_buildSlowSql [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getNCharacterStream []"
"druid","106","com.alibaba.druid.wall.WallUtils.isValidateMySql(String,WallConfig)","16","com.alibaba.druid.bvt.filter.wall.StrictSyntaxCheckTest.test_syntax_1 [],com.alibaba.druid.bvt.filter.wall.WallDropTest1.testMySql [],com.alibaba.druid.bvt.filter.wall.WallUpdateTest1.testMySql [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallDescribteTest.test_not_allow [],com.alibaba.druid.bvt.filter.wall.WallInsertTest.testMySql [],com.alibaba.druid.bvt.filter.wall.BitwiseXorTest.test_false [],com.alibaba.druid.bvt.bug.Issue_728.test3 [],com.alibaba.druid.bvt.filter.wall.BooleanXorTest.test_true [],com.alibaba.druid.bvt.filter.wall.WallSelectWhereTest6.test_check_true [],com.alibaba.druid.bvt.filter.wall.WallAllowSelectAllColumnTest2.testMySql [],com.alibaba.druid.bvt.filter.wall.WallUpdateTest4.testMySql [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest2.testMySql [],com.alibaba.druid.bvt.filter.wall.WallAllowSelectAllColumnTest2.testORACLE [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest_hint.test_true_11 [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest4.testMySql []"
"druid","109","com.alibaba.druid.wall.WallProvider.checkInternal(String)","16","com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest_hint.test_true_10 [],com.alibaba.druid.bvt.filter.wall.sqlserver.SQLServerWallPermitFunctionTest.test_is_srvrolemember [],com.alibaba.druid.bvt.filter.wall.IntersectTest.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest7.test_stuff [],com.alibaba.druid.bvt.pool.TestOracleWall.test_oracle [],com.alibaba.druid.bvt.sql.mysql.AntlrMySqlTest.test_for_antlr_examples [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest52.test_false [],com.alibaba.druid.bvt.filter.wall.oracle.OracleWallTest1.test_true [],com.alibaba.druid.bvt.filter.wall.WallStatTest_WhiteList_disable.testMySql [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest_hint.test_true_6 [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest18.test_true [],com.alibaba.druid.bvt.filter.wall.oracle.OracleWallTest3.test_true [],com.alibaba.druid.bvt.filter.wall.WallDeleteWhereTest.testORACLE [],com.alibaba.druid.bvt.filter.wall.sqlserver.SQLServerWallPermitFunctionTest.test01 [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallPermitFunctionTest.test_permitTable [],com.alibaba.druid.bvt.filter.wall.TenantSelectTest2.testMySql []"
"druid","111","com.alibaba.druid.sql.ast.SQLObjectImpl.accept(SQLASTVisitor)","15","com.alibaba.druid.bvt.filter.wall.BigSqlTest.test_true [],com.alibaba.druid.bvt.sql.mysql.createTable.MySqlCreateTableTest53.test_primary_key_using_btree [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest123.test_false [],com.alibaba.druid.bvt.sql.transform.datatype.oracle2pg.Oracle2PG_DataTypeTest_number_int.test_oracle2pg_int_11 [],com.alibaba.druid.bvt.sql.mysql.AntlrMySqlTest.test_for_antlr_examples [],com.alibaba.druid.bvt.sql.mysql.CastFunctionsAndOperatorsTest.test_7 [],com.alibaba.druid.bvt.proxy.filter.MergeStatFilterTest_tddl_3.test_merge []"
"druid","118","com.alibaba.druid.wall.spi.MySqlWallVisitor.toSQL(SQLObject)","13","com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest31.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest111.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest101.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest43.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest77.test_false [],com.alibaba.druid.bvt.filter.wall.WallUpdateTest2.testMySql_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest91.test_false4 [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest32.test_false_3 [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest.testMySql [],com.alibaba.druid.bvt.filter.wall.WallSelectWhereTest6.test_check_true [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest28.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest116.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest125.test_false []"
"druid","120","com.alibaba.druid.mock.MockDriver.createMockPreparedStatement(MockConnection,String)","13","com.alibaba.druid.bvt.pool.DruidPooledPreparedStatementTest.test_hitCount [],com.alibaba.druid.bvt.pool.dynamic.SqlSkipCountTest.test_connectPropertiesChange [],com.alibaba.druid.bvt.filter.StatFilterOpenClobCountTest2.test_stat [],com.alibaba.druid.bvt.filter.StatFilterReadBytesLengthTest.test_stat [],com.alibaba.druid.bvt.filter.StatFilterReadBytesLengthTest.test_stat_1 [],com.alibaba.druid.bvt.pool.PSCacheTest1.test_noTxn [],com.alibaba.druid.bvt.filter.StatFilterOpenBlobCountTest2.test_stat_1 [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getSQLXML [],com.alibaba.druid.bvt.bug.Bug_for_xuershan.test_bug_for_xuershan [],com.alibaba.druid.bvt.filter.StatFilterBuildSlowParameterTest.test_buildSlowSql [],com.alibaba.druid.bvt.filter.StatFilterAfterResetTest.test_stat [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getUnicodeStream_1 [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getRowId_1 []"
"druid","121","com.alibaba.druid.wall.spi.WallVisitorUtils.getValue(WallVisitor,SQLExpr)","13","com.alibaba.druid.bvt.filter.wall.WallStatTest_select.testMySql [],com.alibaba.druid.bvt.filter.wall.oracle.OracleWallPermitSchemaTest.test_false [],com.alibaba.druid.bvt.filter.wall.BigSqlTest.test_true2 [],com.alibaba.druid.bvt.sql.mysql.AntlrMySqlTest.test_for_antlr_examples []"
"druid","124","com.alibaba.druid.mock.MockDriver.createMockStatement(MockConnection)","12","com.alibaba.druid.bvt.pool.DruidDataSourceTest_recycle.test_recycle [],com.alibaba.druid.bvt.proxy.filter.StatFilterConcurrentTest.test_stat [],com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_executeUpdate [],com.alibaba.druid.bvt.pool.basic.DataSourceTest3.test_setConnectionProperties [],com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_getWarnings [],com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_getResultSet [],com.alibaba.druid.bvt.pool.DruidPooledStatementTest.test_clearWarnings_error [],com.alibaba.druid.bvt.bug.Bug_for_happyday517.test_for_happyday517_1 [],com.alibaba.druid.bvt.pool.TestPoolPreparedStatement.test_removeAbandoned [],com.alibaba.druid.bvt.pool.SavepointTest.test_multi_savepoint [],com.alibaba.druid.bvt.pool.DruidPooledStatementTest.test_getWarnings_error [],com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_getResultSetConcurrency []"
"druid","126","com.alibaba.druid.pool.DruidDataSourceFactory.createDataSource(Map)","12","com.alibaba.druid.bvt.support.ibatis.DruidDataSourceFactoryTest.test_facttory [],com.alibaba.druid.bvt.pool.Case2.test_singleThread [],com.alibaba.druid.bvt.pool.DruidDataSourceFactoryTest1.test_SERIALIZABLE [],com.alibaba.druid.bvt.pool.basic.DruidDataSourceFactoryTest.test_createDataSource [],com.alibaba.druid.bvt.pool.DruidDataSourceTest_initSql_factory.testDefault [],com.alibaba.druid.bvt.pool.DruidDataSourceFactoryTest1.test_init [],com.alibaba.druid.bvt.pool.DruidDataSourceFactoryTest1.test_READ_UNCOMMITTED [],com.alibaba.druid.bvt.pool.DruidDataSourceFactoryTest1.test_NONE [],com.alibaba.druid.bvt.pool.DruidDataSourceFactoryTest1.test_REPEATABLE_READ [],com.alibaba.druid.bvt.pool.DruidDataSourceFactoryTest2.test_factory []"
"druid","127","com.alibaba.druid.pool.DruidDataSource.put(PhysicalConnectionInfo)","12","com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getTime [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getDate_2 [],com.alibaba.druid.bvt.pool.DruidPooledStatementTest.test_setCursorName_error [],com.alibaba.druid.bvt.pool.DruidPooledConnectionTest_prepareError.test_prepare_error_1 [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getByte_1 [],com.alibaba.druid.bvt.stat.DruidStatServiceTest.test_statService_getDataSourceIdList [],com.alibaba.druid.bvt.pool.DruidDataSourceFilterTest.test_filter_3 [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_unwrap_7 [],com.alibaba.druid.bvt.bug.Bug_for_wdw1206.test_nullCtxClassLoader [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getNClob [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getFloat_1 [],com.alibaba.druid.bvt.pool.DruidPooledConnectionTest1.test_closePoolableStatement []"
"druid","129","com.alibaba.druid.pool.DruidConnectionHolder.getStatementPool()","12","com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_execute [],com.alibaba.druid.bvt.filter.StatFilterOpenBlobCountTest2.test_stat_1 [],com.alibaba.druid.bvt.pool.DruidPooledConnectionTest1.test_dup_close [],com.alibaba.druid.bvt.pool.FullTest.test_restart [],com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_setEscapeProcessing [],com.alibaba.druid.bvt.pool.dynamic.SqlSkipCountTest.test_connectPropertiesChange [],com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_executeUpdate [],com.alibaba.druid.bvt.proxy.filter.MergeStatFilterTest3.test_merge [],com.alibaba.druid.bvt.pool.TestIdle.test_idle [],com.alibaba.druid.bvt.filter.StatFilterReadStringLengthTest.test_stat [],com.alibaba.druid.bvt.pool.AsyncInitTest.test_async_init [],com.alibaba.druid.bvt.pool.DruidDataSourceTest_testOnBorrowFailed.test_conn []"
"druid","130","com.alibaba.druid.wall.WallProvider.addBlackSql(String,Map<String,WallSqlTableStat>,Map<String,WallSqlFunctionStat>,List<Violation>,boolean)","12","com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest29.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest32.test_false_3 [],com.alibaba.druid.bvt.filter.wall.ConstantArithmeticCheckTest.test_false [],com.alibaba.druid.bvt.filter.wall.sqlserver.SQLServerWallTest_6.test_true [],com.alibaba.druid.bvt.filter.wall.sqlserver.SQLServerWallPermitObjectTest.test_user2 [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest116.test_false [],com.alibaba.druid.bvt.filter.wall.BitwiseOrTest.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallPermitFunctionTest.test_permitTable [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest82.test_false [],com.alibaba.druid.bvt.filter.wall.WallDeleteWhereTest1.testMySql_false [],com.alibaba.druid.bvt.filter.wall.WallMultiLineCommentTest.testMySql [],com.alibaba.druid.bvt.filter.wall.WallDropTest.testMySql []"
"druid","131","com.alibaba.druid.wall.spi.MySqlWallProvider.createExportParameterVisitor()","11","com.alibaba.druid.bvt.filter.wall.MustParameterizedTest.testMySql [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest1.testMySql [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest3.testMySql [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest2.testMySql [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest4.testMySql []"
"druid","142","com.alibaba.druid.filter.FilterChainImpl.nextFilter()","9","com.alibaba.druid.bvt.pool.TestRemoveAbandoned2.test_removeAbandoned [],com.alibaba.druid.bvt.pool.TestIdle3.test_idle2 [],com.alibaba.druid.bvt.proxy.filter.MergeStatFilterTest_tddl_1.test_merge [],com.alibaba.druid.bvt.proxy.ClobTest.test_clob [],com.alibaba.druid.bvt.proxy.filter.StatFilterConcurrentTest.test_stat [],com.alibaba.druid.bvt.pool.dynamic.SqlSkipCountTest.test_connectPropertiesChange [],com.alibaba.druid.bvt.proxy.SchemaReadTest.test_schema [],com.alibaba.druid.bvt.pool.TestOracleWall2.test_oracle []"
"druid","144","com.alibaba.druid.wall.WallProvider.checkValid(String)","9","com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest49.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest54.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest89.test_true [],com.alibaba.druid.bvt.filter.wall.WallProviderTest.test_getSqlStat [],com.alibaba.druid.bvt.filter.wall.WallUpdateTest1.testMySql [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallPermitTableTest.test_allow [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest_union.testUnion [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest44.test_false [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest33.test_false []"
"druid","152","com.alibaba.druid.wall.WallUtils.isValidateOracle(String,WallConfig)","9","com.alibaba.druid.bvt.filter.wall.IdentEqualsTest.testORACLE [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest2.testORACLE [],com.alibaba.druid.bvt.filter.wall.oracle.OracleWallTest.testWall [],com.alibaba.druid.bvt.filter.wall.WallTruncateTest.testORACLE [],com.alibaba.druid.bvt.filter.wall.WallUpdateTest1.testORACLE [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest4.testORACLE [],com.alibaba.druid.bvt.filter.wall.WallUpdateTest3.testORACLE [],com.alibaba.druid.bvt.filter.wall.WallUpdateTest.testORACLE [],com.alibaba.druid.bvt.filter.wall.WallSelectIntoTest1.testORACLE []"
"druid","153","com.alibaba.druid.mock.MockDriver.registerDriver(Driver)","9","com.alibaba.druid.bvt.pool.DruidPooledStatementTest.test_execute_error_2 [],com.alibaba.druid.bvt.pool.basic.ResultSetTest.test_updateBinaryStream_1 [],com.alibaba.druid.bvt.utils.JdbcUtilsTest1.test_jdbc_3 [],com.alibaba.druid.bvt.pool.DruidDataSourceTest5.testValidate [],com.alibaba.druid.bvt.pool.DruidPooledPreparedStatementTest1.test_getParameterMetaData_error [],com.alibaba.druid.bvt.pool.DruidPooledConnectionTest_prepareError.test_prepare_error_4 [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getByte [],com.alibaba.druid.bvt.pool.TestOracleWall2.test_oracle []"
"druid","155","com.alibaba.druid.pool.DruidDataSource.createAndStartDestroyThread()","9","com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_execute [],com.alibaba.druid.bvt.spring.SqlMapExecutorWrapperTest.test_wrap [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getTime [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getURL [],com.alibaba.druid.bvt.log.LoggerTest.test_log [],com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_clearBatch.test_connect [],com.alibaba.druid.bvt.pool.DruidPooledConnectionTest_prepareError.test_prepare_error_4 [],com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_closeConn.test_connect [],com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_setFetchSize.test_connect []"
"druid","158","com.alibaba.druid.proxy.DruidDriver.registerDriver(Driver)","9","com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_execute [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getDouble [],com.alibaba.druid.bvt.filter.FilterChainImplTest.test_getNClob [],com.alibaba.druid.bvt.stat.DruidStatServiceTest.test_statService_getDataSourceList [],com.alibaba.druid.bvt.pool.exception.OracleExceptionSorterTest_stmt_executeBatch.test_connect [],com.alibaba.druid.bvt.filter.FilterChainImplTest2.test_getDate_3 [],com.alibaba.druid.bvt.pool.ParamTest.test_1 [],com.alibaba.druid.bvt.hibernate.HibernateCRUDTest.test_get []"
"druid","159","com.alibaba.druid.sql.SQLUtils.translateOracleToMySql(String)","9","com.alibaba.druid.bvt.sql.oracle.tomysql.OracleToMySql_PageTest2.test_page [],com.alibaba.druid.bvt.sql.oracle.tomysql.OracleToMySql_PageTest.test_page [],com.alibaba.druid.bvt.sql.oracle.tomysql.OracleToMySql_PageTest1.test_page [],com.alibaba.druid.bvt.sql.oracle.tomysql.OracleToMySql_PageTest.test_page1 []"
"druid","164","com.alibaba.druid.sql.visitor.SQLASTOutputVisitor.visitorBinaryRight(SQLBinaryOpExpr)","8","com.alibaba.druid.bvt.filter.wall.WallStatTest_WhiteList.testMySql [],com.alibaba.druid.bvt.sql.mysql.SQLUtilsAddConditionTest_mysql.test_delete [],com.alibaba.druid.bvt.sql.BigOrTest.testBigOr [],com.alibaba.druid.bvt.proxy.filter.MergeStatFilterTest_tddl_3.test_merge [],com.alibaba.druid.bvt.filter.wall.WallStatTest_WhiteList_disable.testMySql []"
"druid","168","com.alibaba.druid.sql.ast.expr.SQLBinaryOpExpr.accept0(SQLASTVisitor)","8","com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest143.test_false [],com.alibaba.druid.bvt.filter.wall.WallAllowSelectAllColumnDefaultTest.testMySql [],com.alibaba.druid.bvt.sql.oracle.create.OracleCreateTableTest32.test_types [],com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_1.test_2 [],com.alibaba.druid.bvt.filter.wall.mysql.MySqlWallTest105.test_false [],com.alibaba.druid.bvt.sql.mysql.param.MySqlParameterizedOutputVisitorTest_1.test_3 [],com.alibaba.druid.bvt.filter.wall.BigSqlTest.test_true2 [],com.alibaba.druid.bvt.sql.mysql.AntlrMySqlTest.test_for_antlr_examples []"
"druid","169","com.alibaba.druid.pool.DruidPooledConnection.createStatement()","8","com.alibaba.druid.bvt.pool.DruidPooledStatementTest.test_execute_error_3 [],com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_executeUpdate_6 [],com.alibaba.druid.bvt.proxy.filter.StatFilterConcurrentTest.test_stat [],com.alibaba.druid.bvt.pool.SpringMybatisFilterTest.test_spring [],com.alibaba.druid.bvt.pool.DruidDataSourceTest_recycle2.test_recycle [],com.alibaba.druid.bvt.pool.DruidDataSourceTest_recycle2.test_recycle_error [],com.alibaba.druid.bvt.pool.basic.PoolableStatementTest2.test_getMoreResults_1 []"
"druid","171","com.alibaba.druid.sql.ast.SQLDataTypeImpl.toString()","8","com.alibaba.druid.bvt.sql.transform.datatype.oracle2pg.Oracle2PG_DataTypeTest_number_int.test_oracle2pg_int_1 [],com.alibaba.druid.bvt.sql.transform.datatype.oracle2pg.Oracle2PG_DataTypeTest_chars.test_urowid [],com.alibaba.druid.bvt.sql.transform.datatype.oracle2pg.Oracle2PG_DataTypeTest_number_int.test_oracle2pg_int_19 [],com.alibaba.druid.bvt.sql.transform.datatype.oracle2pg.Oracle2PG_DataTypeTest_double.test_oracle2pg_float [],com.alibaba.druid.bvt.sql.transform.datatype.oracle2pg.Oracle2PG_DataTypeTest_number_int.test_oracle2pg_int_3 [],com.alibaba.druid.bvt.sql.transform.datatype.Oracle2MySql_DataTypeTest_number_int.test_oracle2pg_int_20_x [],com.alibaba.druid.bvt.sql.transform.datatype.oracle2pg.Oracle2PG_DataTypeTest_number_int.test_oracle2pg_int_16 []"
"druid","173","com.alibaba.druid.wall.spi.OracleWallProvider.createExportParameterVisitor()","7","com.alibaba.druid.bvt.filter.wall.MustParameterizedTest.testORACLE [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest2.testORACLE [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest1.testORACLE [],com.alibaba.druid.bvt.filter.wall.MustParameterizedTest4.testORACLE []"
