"PatchIndex","PatchSize","Patch","MethodIndex","TestIndex","UnitTest","RepNumber","PatchValid","PatchCompiled","TestPassed","TestExecutionTime(ns)","TestCPUTime(ns)","TestTimedOut","TestExceptionType","TestExceptionMessage","AssertionExpectedValue","AssertionActualValue","NoOp","EditsValid"
"1","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:832 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2949 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"2","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:798 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2963:2964 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"3","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2417 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2963:2963 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","true","7403158","1676161","false","N/A","N/A","N/A","N/A","false","1"
"4","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:176 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"5","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2963 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2963 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","true","7490983","1572959","false","N/A","N/A","N/A","N/A","true","1"
"6","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2964 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","true","6928475","1488016","false","N/A","N/A","N/A","N/A","false","1"
"7","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2988 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1522 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"8","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:163 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","false","6958334","3742084","false","java.lang.NullPointerException","null","N/A","N/A","false","1"
"9","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:51 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:211:212 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"10","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1618 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:557:558 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"11","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:388 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1969:1970 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","8035973","1784605","false","N/A","N/A","N/A","N/A","false","1"
"12","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2964 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1704:1704 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"13","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:406 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1637 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","7942508","1639470","false","N/A","N/A","N/A","N/A","false","1"
"14","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2949 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2964 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","false","true","true","7724176","1720882","false","N/A","N/A","N/A","N/A","true","0"
"15","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:442 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2949 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","false","true","true","7642680","1929626","false","N/A","N/A","N/A","N/A","true","0"
"16","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:41 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:41:42 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"17","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:136 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:205 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"18","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2451 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2949:2972 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"19","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:176 <-> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:217 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"20","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2848 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1969 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","8301623","1716114","false","N/A","N/A","N/A","N/A","false","1"
"21","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2972 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","false","0","0","false","java.text.ParseException","null","N/A","N/A","false","1"
"22","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2949 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"23","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2812 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:864 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","8234766","1881971","false","N/A","N/A","N/A","N/A","false","1"
"24","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2848 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","8591361","1688929","false","N/A","N/A","N/A","N/A","false","1"
"25","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:190 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:41:42 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"26","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1899 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","false","true","true","8717812","1868354","false","N/A","N/A","N/A","N/A","true","0"
"27","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:709 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","false","true","true","16673578","1540185","false","N/A","N/A","N/A","N/A","true","0"
"28","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:211 <-> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:206 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","false","6484398","3569182","false","java.lang.AssertionError","expected:<null> but was:<textCliToken>","null","textCliToken","false","1"
"29","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:316 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1258 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","8058429","1554060","false","N/A","N/A","N/A","N/A","false","1"
"30","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2949 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"31","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2755 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1236:1236 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"32","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:202 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","false","7282145","4004830","false","java.lang.AssertionError","expected:<textCliToken> but was:<null>","textCliToken","null","false","1"
"33","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2543 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2963:2964 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"34","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:388 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1677 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","8529268","1538963","false","N/A","N/A","N/A","N/A","false","1"
"35","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:751 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2613 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","8253022","1636500","false","N/A","N/A","N/A","N/A","false","1"
"36","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:201 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","false","true","true","4850610","1734482","false","N/A","N/A","N/A","N/A","true","0"
"37","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2950 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2949 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","false","true","true","6964662","1585237","false","N/A","N/A","N/A","N/A","true","0"
"38","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:147 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:173 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"39","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:173 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","false","true","true","4838572","1623272","false","N/A","N/A","N/A","N/A","true","0"
"40","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:102 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:162:163 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"41","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:211 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:205 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","false","7324168","4345460","false","java.lang.AssertionError","expected:<null> but was:<textCliToken>","null","textCliToken","false","1"
"42","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:191 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","false","6224926","3529918","false","java.lang.AssertionError","expected:<textCliToken> but was:<null>","textCliToken","null","false","1"
"43","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:78 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:182 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"44","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:211 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","false","7660551","4058531","false","java.lang.AssertionError","expected:<textCliToken> but was:<null>","textCliToken","null","false","1"
"45","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2950 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","true","7509735","1674072","false","N/A","N/A","N/A","N/A","false","1"
"46","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:176 <-> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:174 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"47","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2173 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:884 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"48","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:42 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:211 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","false","7158867","3895001","false","java.lang.AssertionError","expected:<textCliToken> but was:<null>","textCliToken","null","false","1"
"49","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:51 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:173 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"50","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1930 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2760:2761 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"51","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2964 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2950 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"52","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:163 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","false","6259381","3485485","false","java.lang.NullPointerException","null","N/A","N/A","false","1"
"53","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:162 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:173 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","true","5072080","1905953","false","N/A","N/A","N/A","N/A","false","1"
"54","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:202 <-> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:206 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","false","6649172","3721993","false","java.lang.AssertionError","expected:<textCliToken> but was:<null>","textCliToken","null","false","1"
"55","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2950 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","true","7309303","1672232","false","N/A","N/A","N/A","N/A","false","1"
"56","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2874 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1177 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","9556002","1928737","false","N/A","N/A","N/A","N/A","false","1"
"57","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:44 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:162 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","false","true","true","4589220","1620568","false","N/A","N/A","N/A","N/A","true","0"
"58","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2950 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","true","7161730","1564435","false","N/A","N/A","N/A","N/A","false","1"
"59","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2204 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","9200015","1959747","false","N/A","N/A","N/A","N/A","false","1"
"60","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1203 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","7979296","1586788","false","N/A","N/A","N/A","N/A","false","1"
"61","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2964 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","true","7756404","1804013","false","N/A","N/A","N/A","N/A","false","1"
"62","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2950 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2949 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","false","true","true","7078463","1562837","false","N/A","N/A","N/A","N/A","true","0"
"63","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:109 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2709:2709 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"64","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:59 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:174 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"65","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:103 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:102:103 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"66","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:505 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2949:2972 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","true","7786020","1797155","false","N/A","N/A","N/A","N/A","false","1"
"67","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:865 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","8084334","1703712","false","N/A","N/A","N/A","N/A","false","1"
"68","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2398 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2543 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","true","true","7512019","1609672","false","N/A","N/A","N/A","N/A","false","1"
"69","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:786 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1432 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"70","1","| gin.edit.statement.DeleteStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2972 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","false","0","0","false","java.text.ParseException","null","N/A","N/A","false","1"
"71","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2950 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2964 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"72","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2666 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2949:2949 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"73","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1237 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2963:2963 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"74","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2972 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2963 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","false","0","0","false","java.text.ParseException","null","N/A","N/A","false","1"
"75","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:201 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:163 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"76","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:211 <-> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:190 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","false","6589716","3544538","false","java.lang.NullPointerException","null","N/A","N/A","false","1"
"77","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2501 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1169 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"78","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:71 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:206 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"79","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1100 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2963:2963 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","true","8396983","2005167","false","N/A","N/A","N/A","N/A","false","1"
"80","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:202 -> ./core/src/main/java/com/taobao/arthas/core/util/TokenUtils.java:212 |","3","3","com.taobao.arthas.core.util.TokenUtilsTest.testFindSecondTextToken [core]","1","true","true","true","5244628","1856023","false","N/A","N/A","N/A","N/A","false","1"
"81","1","| gin.edit.statement.SwapStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2972 <-> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2963 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","false","0","0","false","java.text.ParseException","null","N/A","N/A","false","1"
"82","1","| gin.edit.statement.ReplaceStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:758 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2972 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"83","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1346 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2963:2963 |","1","1","com.taobao.arthas.core.view.ObjectViewTest.testIntArray [core]","1","true","true","true","8014436","2360136","false","N/A","N/A","N/A","N/A","false","1"
"84","1","| gin.edit.statement.CopyStatement ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:2673 -> ./core/src/main/java/com/taobao/arthas/core/view/ObjectView.java:1704:1705 |","2","2","com.taobao.arthas.core.view.ObjectViewTest.testDate [core]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
