"PatchIndex","PatchSize","Patch","MethodIndex","TestIndex","UnitTest","RepNumber","PatchValid","PatchCompiled","TestPassed","TestExecutionTime(ns)","TestCPUTime(ns)","TestTimedOut","TestExceptionType","TestExceptionMessage","AssertionExpectedValue","AssertionActualValue","NoOp","EditsValid"
"1383","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:170 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1383","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:170 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1384","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:171 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1384","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:171 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1385","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:172 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1385","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:172 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1386","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:173 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1386","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:173 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1387","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:174 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1387","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:174 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1388","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:175 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1388","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:175 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1389","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:176 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1389","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:176 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1390","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:177 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1390","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:177 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1391","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:178 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1391","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:178 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1392","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:180 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1392","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:180 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1393","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:181 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1393","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:181 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1394","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:182 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1394","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:182 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1395","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:183 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1395","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:183 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1396","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:184 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1396","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:184 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1397","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:185 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1397","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:185 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1398","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:186 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1398","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:186 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1399","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:187 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1399","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:187 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1400","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:188 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1400","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:188 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1401","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:189 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1401","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:189 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1402","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:190 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1402","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:190 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1403","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:191 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1403","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:191 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1404","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:192 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1404","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:192 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1405","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:193 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1405","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:193 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1406","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:194 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1406","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:194 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1407","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:195 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1407","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:195 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1408","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:196 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1408","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:196 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1409","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:197 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1409","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:197 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1410","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:198 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1410","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:198 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1411","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:199 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1411","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:199 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1412","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:200 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1412","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:200 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1413","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:201 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1413","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:201 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1414","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:202 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1414","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:202 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1415","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:203 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1415","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:203 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1416","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:204 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1416","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:204 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1417","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:205 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1417","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:205 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1418","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:206 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1418","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:206 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1419","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:207 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1419","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:207 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1420","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:208 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1420","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:208 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1421","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:209 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1421","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:209 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1422","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:210 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1422","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:210 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1423","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:211 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1423","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:211 |","31","177","com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1424","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java:212 |","31","176","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
