"Project","MethodIndex","Method","Count","Tests"
"junit4","201","org.junit.runners.ParentRunner.getName()","17","org.junit.tests.running.methods.TimeoutTest.compatibility [],org.junit.tests.assertion.AssertionTest.assertThrowsUsesCanonicalNameWhenRequiredExceptionNotThrown [],org.junit.rules.ExternalResourceRuleTest.shouldWrapAssumptionFailuresWhenClosingResourceFails [],org.junit.tests.running.classes.ParentRunnerTest.testMultipleFilters [],org.junit.rules.DisableOnDebugTest.whenRunWithoutDebugFlagsTestShouldPass [],junit.tests.framework.SuiteTest.testOneTestCaseEclipseSeesSameStructureAs381 [],org.junit.tests.running.classes.SuiteTest.nonPublicSuiteClassWithBeforeClassPasses [],org.junit.tests.listening.ListenerTest.notifyListenersInTheOrderInWhichTheyAreAdded [],junit.tests.framework.FloatAssertTest.testAssertNegInfinityEqualsInfinity [],org.junit.experimental.categories.MultiCategoryTest.inheritanceAnyAll [],org.junit.internal.matchers.StacktracePrintingMatcherTest.succeedsWhenInnerMatcherSucceeds [],org.junit.tests.running.methods.TestMethodTest.validateInheritedMethods [],org.junit.tests.experimental.theories.internal.ParameterizedAssertionErrorTest.buildParameterizedAssertionError [],org.junit.tests.experimental.theories.ParameterSignatureTest.getAnnotations [],org.junit.tests.experimental.AssumptionTest.assumptionsWithMessageAndCause [],junit.tests.extensions.ActiveTestTest.testActiveRepeatedTest0 [],org.junit.tests.junit3compatibility.AllTestsTest.correctTestCountAdapted []"
"junit4","202","junit.framework.TestSuite.addTest(Test)","16","org.junit.tests.junit3compatibility.InitializationErrorForwardCompatibilityTest.generatedErrorTestsMatchUp [],junit.tests.framework.TestListenerTest.testStartStop [],org.junit.tests.experimental.theories.internal.AllMembersSupplierTest.allMembersFailsOnFailingDataPointsArrayMethod [],org.junit.tests.listening.TestListenerTest.failingListener [],org.junit.tests.experimental.AssumptionTest.assumeNotNullThrowsExceptionForNullArray [],org.junit.tests.running.classes.RunWithTest.characterizeErrorMessageFromBadRunner [],org.junit.rules.RuleMemberValidatorTest.acceptStaticTestRuleThatIsAlsoClassRule [],org.junit.tests.running.methods.AnnotationTest.testOldTest [],org.junit.rules.TemporaryFolderUsageTest.deleteShouldDoNothingIfRootFolderWasNotInitialized [],org.junit.tests.running.methods.AnnotationTest.testSetupFailure [],org.junit.rules.TestRuleTest.methodValidatePrivateRule [],org.junit.tests.running.classes.ParentRunnerTest.assertionErrorAtParentLevelTest [],org.junit.rules.TempFolderRuleTest.subFolderIsDeleted [],org.junit.rules.TemporaryFolderUsageTest.newNamedFileIsCreatedUnderRootFolder [],org.junit.tests.experimental.theories.runner.WithDataPointMethod.mutableObjectsAreCreatedAfresh [],org.junit.validator.AnnotationValidatorFactoryTest.createAnnotationValidator []"
"junit4","203","org.junit.runners.model.RunnerBuilder.removeParent(Class<?>)","16","org.junit.rules.TimeoutRuleTest.timeUnitTimeout [],org.junit.tests.listening.TextListenerTest.testSuccess [],org.junit.rules.TemporaryFolderUsageTest.deleteRemovesRootFolder [],org.junit.rules.RuleMemberValidatorTest.rejectNonStaticClassRule [],org.junit.rules.RuleMemberValidatorTest.methodAcceptMethodRuleMethod [],org.junit.rules.TestRuleTest.methodOnlyApplyOnceEvenIfImplementsBothInterfaces [],org.junit.tests.running.classes.RunWithTest.characterizeErrorMessageFromBadRunner [],org.junit.tests.experimental.theories.runner.WithOnlyTestAnnotations.testErrorWhenTestHasParametersDespiteTheories [],org.junit.internal.runners.ErrorReportingRunnerTest.cannotCreateWithoutClass [],org.junit.tests.manipulation.SingleMethodTest.parameterizedBeforeClass [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit4TestFailingInTestMethod [],org.junit.tests.assertion.AssertionTest.notSameWithMessage [],org.junit.tests.assertion.AssertionTest.arraysExpectedNullMessage [],org.junit.runners.model.TestClassTest.isEqualToTestClassThatWrapsSameJavaClass [],org.junit.runners.parameterized.ParameterizedNamesTest.parameterizedTestsWithSpecialCharsInName [],org.junit.tests.junit3compatibility.InitializationErrorForwardCompatibilityTest.initializationErrorsAreThrownAtRuntime []"
"junit4","204","org.junit.runners.BlockJUnit4ClassRunner.validateConstructor(List<Throwable>)","16","org.junit.rules.MethodRulesTest.ruleIsIntroducedAndEvaluated [],org.junit.tests.experimental.theories.runner.UnsuccessfulWithDataPointFields.canRunTheories [],org.junit.rules.RuleMemberValidatorTest.rejectStaticTestRule [],org.junit.experimental.categories.CategoryTest.anyMethodWithExcludedCategoryWillBeExcluded [],org.junit.rules.ClassRulesTest.ruleIsAppliedOnce [],org.junit.tests.running.core.JUnitCoreReturnsCorrectExitCodeTest.missingClassCausesExitCodeOf1 [],org.junit.rules.TempFolderRuleTest.recursiveDeleteFolderWithOneRandomElement [],org.junit.samples.ListTest.removeAll [],junit.tests.framework.AssertTest.testFail [],junit.tests.framework.DoublePrecisionAssertTest.testAssertNegInfinityEqualsInfinity [],org.junit.tests.description.SuiteDescriptionTest.hashCodeIsReasonable [],org.junit.runner.notification.RunNotifierTest.wrapIfNotThreadSafeShouldNotWrapThreadSafeListeners [],org.junit.tests.running.methods.AnnotationTest.testErrorInBeforeClass [],org.junit.tests.validation.ValidationTest.nonStaticBeforeClass [],org.junit.tests.running.classes.SuiteTest.forwardCompatibilityWorksWithGetTests [],junit.tests.framework.ComparisonFailureTest.testExceptionToStringWithMessage []"
"junit4","206","org.junit.runners.ParentRunner.order(Orderer)","16","org.junit.tests.running.methods.TestMethodTest.onlyIgnoredMethodsIsStillFineTestClass [],org.junit.tests.experimental.theories.runner.UnsuccessfulWithDataPointFields.theoryClassMethodsShowUp [],org.junit.tests.running.core.CommandLineTest.runTwoClasses [],org.junit.rules.RuleMemberValidatorTest.rejectNonStaticClassRule [],org.junit.rules.StopwatchTest.failed [],org.junit.internal.ArrayComparisonFailureTest.classShouldAccept411Version [],org.junit.tests.experimental.theories.AssumingInTheoriesTest.noTheoryAnnotationMeansAssumeShouldIgnore [],org.junit.tests.manipulation.SingleMethodTest.eliminateUnnecessaryTreeBranches [],org.junit.runner.notification.SynchronizedRunListenerTest.toStringDelegates [],org.junit.tests.ObjectContractTest.equalsMeansEqualHashCodes [],org.junit.rules.TestWatchmanTest.logFailingTest [],org.junit.rules.TimeoutRuleTest.nullTimeUnit [],junit.tests.framework.ComparisonFailureTest.testExceptionToStringWithMessage [],org.junit.rules.TestWatchmanTest.logFailingTest [],org.junit.runners.parameterized.ParameterizedNamesTest.parameterizedTestsWithSpecialCharsInName [],org.junit.tests.running.classes.ParameterizedTestTest.failuresNamedCorrectly []"
"junit4","208","org.junit.runner.Request.filterWith(Filter)","15","org.junit.rules.ClassRulesTest.methodRuleIsIntroducedAndEvaluatedOnSubclass [],org.junit.rules.DisableOnDebugTest.whenRunWithPreJava5DebugArgumentsInReverseOrderTestShouldFail [],org.junit.tests.running.classes.ClassLevelMethodsWithIgnoredTestsTest.beforeClassShouldNotRunWhenWholeClassIsIgnored [],org.junit.tests.running.classes.ParentRunnerFilteringTest.testRunSuiteFiltering [],org.junit.rules.ExternalResourceRuleTest.shouldWrapAssumptionFailuresWhenClosingResourceFails [],org.junit.tests.experimental.max.MaxStarterTest.halfMalformed [],org.junit.tests.experimental.theories.runner.WithParameterSupplier.shouldAcceptSuppliersWithTestClassConstructor [],junit.tests.runner.TextRunnerTest.testFailure [],org.junit.validator.AnnotationsValidatorTest.validatorIsCalledForAClass [],junit.tests.framework.ComparisonCompactorTest.testComparisonErrorOverlappingMatches2 [],org.junit.runners.model.InvalidTestClassErrorTest.invalidTestClassErrorShouldListAllValidationErrorsInItsMessage [],org.junit.tests.running.methods.InheritedTestTest.subclassWithOnlyInheritedTestsRuns [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit3TestFailingInSetupMethod [],org.junit.rules.MethodRulesTest.multipleRulesAreRun []"
"junit4","212","org.junit.ComparisonFailure.getMessage()","15","org.junit.tests.experimental.results.PrintableResultTest.includeMultipleFailures [],org.junit.tests.assertion.AssertionTest.twoDimensionalArraysDifferentOuterLengthNotEqual [],org.junit.tests.experimental.max.MaxStarterTest.rememberOldRuns [],org.junit.samples.money.MoneyTest.testMoneyBagHash [],org.junit.tests.running.classes.ParentRunnerTest.assumptionViolatedAtParentLevel [],org.junit.experimental.categories.CategoryValidatorTest.errorIsAddedWhenCategoryIsUsedWithBefore [],org.junit.tests.experimental.theories.internal.SpecificDataPointsSupplierTest.shouldReturnOnlyTheNamedMethodDataPoints [],org.junit.internal.builders.AnnotatedBuilderTest.topLevelTestClassWithAnnotation_isRunWithAnnotatedRunner [],org.junit.rules.TestRuleTest.ruleIsIntroducedAndEvaluated [],org.junit.runner.JUnitCommandLineParseResultTest.shouldStopParsingOptionsUponNonOption [],org.junit.experimental.categories.MultiCategoryTest.inheritanceAnyAll [],org.junit.tests.experimental.theories.runner.WithOnlyTestAnnotations.testErrorWhenTestHasParametersDespiteTheories [],org.junit.tests.running.classes.ClassLevelMethodsWithIgnoredTestsTest.afterClassShouldNotRunWhenAllTestsAreIgnored [],org.junit.tests.running.classes.SuiteTest.withoutSuiteClassAnnotationProducesFailure [],org.junit.experimental.categories.CategoryTest.subclassesOfIncludedCategoriesAreRun []"
"junit4","213","org.junit.internal.builders.AllDefaultPossibilitiesBuilder.suiteMethodBuilder()","15","org.junit.internal.StackTracesTest.getTrimmedStackForJUnit4TestFailingInTestMethodWithCause [],org.junit.tests.experimental.theories.internal.AllMembersSupplierTest.allMembersFailsOnFailingDataPointsArrayMethod [],org.junit.tests.running.classes.RunWithTest.runWithExtendsToSubclasses [],org.junit.tests.running.methods.TestMethodTest.testFailures [],org.junit.rules.RuleMemberValidatorTest.rejectMethodStaticMethodRule [],org.junit.tests.experimental.theories.TestedOnSupplierTest.descriptionStatesParameterName [],org.junit.runner.JUnitCommandLineParseResultTest.shouldCreateFailureUponUnknownOption [],org.junit.tests.experimental.theories.runner.WithExtendedParameterSources.shouldFilterOutNullElementsFromDataPointArrays [],org.junit.experimental.categories.CategoryTest.oneRunnableOthersAvoided [],org.junit.rules.BlockJUnit4ClassRunnerOverrideTest.overrideCreateTestMethod [],org.junit.tests.assertion.AssertionTest.doublesNotEqual [],org.junit.tests.assertion.AssertionTest.nullMessage [],org.junit.tests.experimental.theories.PotentialAssignmentTest.shouldReturnGivenValue [],org.junit.tests.experimental.theories.internal.ParameterizedAssertionErrorTest.isNotEqualToNull [],org.junit.tests.running.methods.ExpectedTest.expectsAssumptionViolatedException []"
"junit4","214","org.junit.internal.runners.SuiteMethod.testFromSuiteMethod(Class<?>)","14","org.junit.runners.model.TestClassTest.identifyNonStaticInnerClass [],org.junit.rules.TemporaryFolderRuleAssuredDeletionTest.testFailsWhenCreatedFolderCannotBeDeletedButDeletionIsAssured [],org.junit.tests.junit3compatibility.ForwardCompatibilityPrintingTest.testError [],org.junit.tests.running.methods.TestMethodTest.testFailures [],org.junit.rules.RuleMemberValidatorTest.rejectClassRuleMethodReturnsAnArbitraryObject [],org.junit.internal.builders.AnnotatedBuilderTest.memberClassInsideAnnotatedTopLevelClass_isRunWithTopLevelRunner [],org.junit.runner.JUnitCommandLineParseResultTest.shouldCreateFailureUponUnknownOption [],org.junit.tests.running.classes.SuiteTest.suiteShouldBeOKwithNonDefaultConstructor [],junit.tests.framework.TestListenerTest.testError [],org.junit.internal.runners.statements.FailOnTimeoutTest.throwExceptionIfTheSecondCallToEvaluateNeedsTooMuchTime [],org.junit.tests.running.methods.ExpectedTest.expectsSuperclass [],org.junit.runners.model.TestClassTest.isEqualToTestClassThatWrapsNoJavaClassToo [],junit.tests.framework.TestCaseTest.testNamelessTestCase [],junit.tests.framework.ComparisonCompactorTest.testComparisonErrorOverlappingMatchesContext []"
"junit4","215","org.junit.runners.model.TestClass.getAnnotatedMethods()","14","org.junit.rules.TimeoutRuleTest.timeUnitTimeout [],org.junit.tests.experimental.max.MaxStarterTest.testCountsStandUpToFiltration [],org.junit.experimental.categories.CategoryFilterFactoryTest.shouldCreateFilter [],org.junit.samples.money.MoneyTest.testMixedSimpleAdd [],org.junit.experimental.categories.CategoryValidatorTest.errorIsAddedWhenCategoryIsUsedWithBefore [],junit.tests.runner.ResultTest.testRunFailureResultCanBeSerialised [],junit.tests.framework.TestCaseTest.testFailure [],org.junit.validator.AnnotationsValidatorTest.validatorIsCalledForAClass [],org.junit.tests.experimental.theories.runner.WithParameterSupplier.shouldRejectSuppliersWithTwoConstructors [],org.junit.rules.MethodRulesTest.validateWrongTypedField [],org.junit.samples.ListTest.contains [],org.junit.samples.money.MoneyTest.testIsZero [],org.junit.rules.MethodRulesTest.multipleRulesAreRun [],org.junit.rules.RuleMemberValidatorTest.rejectStaticMethodRule []"
"junit4","220","org.junit.runners.model.FrameworkMethod.validateNoTypeParametersOnArgs(List<Throwable>)","14","org.junit.tests.listening.UserStopTest.userStop [],org.junit.rules.MethodRulesTest.validateWrongTypedFieldInSuperclass [],org.junit.tests.assertion.AssertionTest.stringNullAndNullWorksToo [],org.junit.tests.assertion.MultipleFailureExceptionTest.assertEmptyRethrowsSingleError [],org.junit.tests.running.methods.ExpectedTest.unexpected [],org.junit.runners.model.TestClassTest.presentAnnotationIsAvailable [],org.junit.tests.assertion.MultipleFailureExceptionTest.assertEmptyWrapsAssumptionFailuresForManyThrowables [],org.junit.tests.assertion.AssertionTest.nullNullmessage [],org.junit.tests.running.classes.RunWithTest.run [],org.junit.rules.TimeoutRuleTest.longTimeout [],org.junit.tests.experimental.theories.runner.WithDataPointMethod.mutableObjectsAreCreatedAfresh [],org.junit.experimental.categories.CategoryTest.subclassesOfIncludedCategoriesAreRun [],org.junit.samples.money.MoneyTest.testIsZero [],org.junit.internal.runners.statements.ExpectExceptionTest.whenExpectingAssumptionViolatedExceptionStatementsThrowingItShouldPass []"
"junit4","222","junit.framework.Assert.assertEquals(String,String,String)","14","org.junit.runner.notification.SynchronizedRunListenerTest.hashCodeDelegates [],org.junit.tests.experimental.max.MaxStarterTest.halfMalformed [],junit.tests.extensions.ExtensionTest.testSetupErrorInTestSetup [],org.junit.tests.assertion.AssertionTest.twoDimensionalArraysConvertedToStringCorrectly [],org.junit.tests.experimental.theories.runner.WithAutoGeneratedDataPoints.shouldNotAutogenerateEnumDataPointsWhenSpecificDataPointGiven [],org.junit.tests.junit3compatibility.AllTestsTest.someUsefulDescription [],org.junit.tests.experimental.theories.runner.WithParameterSupplier.shouldRejectSuppliersWithUnknownConstructors [],org.junit.experimental.categories.CategoryTest.testCountOnAWithoutSlowTests [],junit.tests.framework.ComparisonCompactorTest.testBug609972 [],org.junit.internal.ChecksTest.notNullShouldThrowOnNullValues [],org.junit.runner.notification.SynchronizedRunListenerTest.namedListenerCorrectlyImplementsEqualsAndHashCode [],org.junit.rules.ClassRulesTest.classRuleOrderingDefault [],junit.tests.framework.AssertTest.testAssertionFailedErrorToStringWithMessage [],org.junit.tests.junit3compatibility.ClassRequestTest.noSuiteMethodIfMethodPrivate []"
"junit4","223","org.junit.runner.notification.RunNotifier.fireTestRunFinished(Result)","14","org.junit.samples.money.MoneyTest.testBagSumAdd [],org.junit.tests.assertion.AssertionTest.multiDimensionalArraysDifferentLengthMessage [],org.junit.tests.running.classes.ParentRunnerTest.failWithHelpfulMessageForNonStaticClassRule [],org.junit.tests.experimental.theories.PotentialAssignmentTest.shouldUseQuotedValueInDescription [],org.junit.tests.assertion.AssertionTest.arraysWithNullElementEqual [],org.junit.internal.MethodSorterTest.testMethodsNullSorterSub [],org.junit.tests.experimental.max.DescriptionTest.createSuiteDescription_whenNull [],org.junit.tests.assertion.AssertionTest.assertNotEqualsIgnoresFloatDeltaOnNaN [],junit.tests.framework.AssertionFailedErrorTest.testCreateErrorWithMessage [],org.junit.tests.experimental.AssumptionTest.failingAssumptionInBeforeClassIgnoresClass [],org.junit.rules.TestRuleTest.validateWrongTypedFieldInSuperclass [],org.junit.tests.running.methods.AnnotationTest.testErrorInBeforeClass [],org.junit.rules.TestRuleTest.beforesAndAfters [],org.junit.tests.junit3compatibility.InitializationErrorForwardCompatibilityTest.initializationErrorsAreThrownAtRuntime []"
"junit4","225","org.junit.internal.runners.statements.RunBefores.evaluate()","13","org.junit.rules.TestWatchmanTest.neitherLogSuccessNorFailedForViolatedAssumption [],org.junit.rules.TemporaryFolderRuleAssuredDeletionTest.testFailsWhenCreatedFolderCannotBeDeletedButDeletionIsAssured [],org.junit.tests.experimental.results.PrintableResultTest.includeMultipleFailures [],junit.tests.framework.SuiteTest.testAddTestSuite [],org.junit.tests.running.classes.ParameterizedTestTest.multipleParametersBeforeParamAndAfterParamAreRun [],org.junit.rules.MethodRulesTest.validateWrongTypedFieldInSuperclass [],org.junit.runners.parameterized.TestWithParametersTest.cannotBeCreatedWithoutTestClass [],org.junit.rules.TestWatchmanTest.neitherLogSuccessNorFailedForViolatedAssumption [],org.junit.tests.experimental.theories.runner.WithOnlyTestAnnotations.honorTimeout [],org.junit.rules.TestRuleTest.multipleRulesAreRun [],org.junit.tests.listening.RunnerTest.testFinished [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithPathContainingFileSeparatorCreatesDirectories [],org.junit.tests.running.core.JUnitCoreReturnsCorrectExitCodeTest.failureCausesExitCodeOf1 []"
"junit4","227","org.junit.experimental.theories.ParameterSignature.signatures(Class<?>[],Annotation[][])","13","junit.tests.runner.ResultTest.testRunAssumptionFailedResultCanBeReserialised_v4_12 [],junit.tests.framework.FloatAssertTest.testAssertNaNEqualsNaN [],org.junit.samples.money.MoneyTest.testMoneyEquals [],org.junit.internal.StackTracesTest.getTrimmedStackWithSuppressedExceptions [],org.junit.experimental.categories.CategoriesAndParameterizedTest.doesNotRunTestsWithoutCategory [],org.junit.tests.assertion.AssertionTest.assertNotEqualsIncludesCorrectMessage [],org.junit.runners.model.FrameworkMethodTest.cannotBeCreatedWithoutUnderlyingField [],org.junit.tests.running.classes.ClassLevelMethodsWithIgnoredTestsTest.classRuleShouldNotBeAppliedWhenAllTestsAreIgnored [],org.junit.tests.description.SuiteDescriptionTest.hashCodeIsReasonable [],org.junit.tests.running.methods.TimeoutTest.failureWithTimeout [],org.junit.validator.AnnotationsValidatorTest.validatorIsCalledForAClass [],org.junit.rules.TemporaryFolderUsageTest.newNamedFileIsCreatedUnderRootFolder [],org.junit.rules.DisableOnDebugTest.whenRunWithPostJava5DebugArgumentsTestShouldFail []"
"junit4","228","org.junit.runner.notification.SynchronizedRunListener.testSuiteStarted(Description)","13","org.junit.tests.experimental.theories.runner.WithUnresolvedGenericTypeVariablesOnTheoryParms.whereTypeVariableIsOnTheoryClass [],org.junit.runners.model.TestClassTest.identifyNonStaticInnerClass [],org.junit.experimental.categories.JavadocTest.fastSmokeTests [],junit.tests.runner.TextRunnerTest.testSuccess [],org.junit.runners.parameterized.TestWithParametersTest.isEqualToTestWithSameNameAndTestClassAndParameters [],org.junit.experimental.categories.CategoryTest.testCountOnAWithoutSlowTests [],org.junit.runner.notification.RunNotifierTest.addAndRemoveWithThreadSafeListener [],org.junit.tests.experimental.theories.ParameterSignatureTest.primitiveTypesShouldBeAcceptedAsWrapperTypes [],junit.tests.runner.ResultTest.testRunSuccessResultCanBeSerialised [],org.junit.tests.experimental.theories.ParameterSignatureTest.getAnnotations [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit3TestFailingInTestMethod [],org.junit.tests.running.classes.SuiteTest.withoutSuiteClassAnnotationProducesFailure [],junit.tests.runner.TextFeedbackTest.testError []"
"junit4","229","org.junit.internal.runners.statements.RunAfters.evaluate()","13","org.junit.rules.ClassRulesTest.methodRuleIsIntroducedAndEvaluatedOnSubclass [],org.junit.rules.TemporaryFolderUsageTest.deleteRemovesRootFolder [],org.junit.internal.runners.ErrorReportingRunnerTest.cannotCreateWithNullClass2 [],junit.tests.extensions.ActiveTestTest.testActiveTest [],org.junit.internal.runners.statements.FailOnTimeoutTest.throwsTestTimedOutException [],org.junit.tests.experimental.theories.runner.UnsuccessfulWithDataPointFields.theoriesMustBePublic [],org.junit.tests.running.classes.parent.ParentRunnerClassLoaderTest.testDescriptionContainCorrectTestClass [],junit.tests.framework.DoublePrecisionAssertTest.testAssertNaNEqualsFails [],org.junit.tests.experimental.results.ResultMatchersTest.hasFailureContaining_givenResultWithNoFailures [],junit.tests.framework.ComparisonFailureTest.testConnection [],org.junit.tests.running.methods.AnnotationTest.testAnnotatedMethodWithFutureProofExplicitRunner [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit4TestFailingInTestRule [],junit.tests.framework.AssertionFailedErrorTest.testCreateErrorWithoutMessage []"
"junit4","231","junit.framework.TestSuite.testAt(int)","13","org.junit.rules.MethodRulesTest.beforesAndAfters [],org.junit.tests.assertion.MultipleFailureExceptionTest.assertEmptyThrowsMultipleFailureExceptionForManyThrowables [],org.junit.tests.running.classes.SuiteTest.forwardCompatibilityWorksWithTestCount [],org.junit.tests.experimental.theories.runner.WithNamedDataPoints.onlyUseSpecificDataPointsIfSpecified [],org.junit.tests.assertion.AssertionTest.intsNotEqual [],org.junit.internal.runners.statements.FailOnTimeoutTest.throwExceptionIfTheSecondCallToEvaluateNeedsTooMuchTime [],org.junit.experimental.categories.CategoryTest.ifNoTestsToRunUseErrorRunner [],junit.tests.framework.ComparisonFailureTest.testThrowing [],junit.tests.framework.ComparisonCompactorTest.testComparisonErrorWithActualNull [],junit.tests.runner.ResultTest.testRunSuccessResultCanBeReserialised_v4_12 [],org.junit.validator.PublicClassValidatorTest.acceptsPublicClass [],org.junit.tests.manipulation.FilterTest.intersectSelf [],org.junit.tests.experimental.theories.runner.WithExtendedParameterSources.ShouldRejectTheoriesWithOnlyDisallowedNullData []"
"junit4","233","org.junit.internal.requests.FilterRequest.getRunner()","13","org.junit.tests.running.methods.TimeoutTest.compatibility [],org.junit.rules.MethodRulesTest.runsMethodRuleThatIsReturnedByMethod [],org.junit.tests.running.classes.RunWithTest.runWithExtendsToSubclasses [],org.junit.tests.assertion.AssertionTest.notEqualsNullWithObject [],junit.tests.framework.ComparisonCompactorTest.testStartAndEndContext [],org.junit.tests.junit3compatibility.ForwardCompatibilityPrintingTest.testError [],org.junit.runners.model.TestClassTest.identifiesNonPublicModifier [],org.junit.tests.experimental.theories.runner.WithExtendedParameterSources.getDataPointsFromArray [],org.junit.tests.running.classes.SuiteTest.ensureTestIsRun [],org.junit.rules.TemporaryFolderUsageTest.createInitializesRootFolder [],org.junit.tests.running.classes.ParentRunnerFilteringTest.testCountClassFiltering [],org.junit.experimental.categories.MultiCategoryTest.inheritanceAnyAll [],org.junit.tests.assertion.AssertionTest.arraysEqual []"
"junit4","234","org.junit.runners.model.TestClass.collectAnnotatedFieldValues(Object,Class<?extendsAnnotation>,Class<T>,MemberValueConsumer<T>)","13","org.junit.runners.model.FrameworkMethodTest.hasToStringWhichPrintsMethodName [],org.junit.tests.running.methods.AnnotationTest.testException [],org.junit.rules.ClassRulesTest.customRuleIsAppliedOnce [],org.junit.samples.money.MoneyTest.testNormalize3 [],org.junit.experimental.categories.CategoryFilterFactoryTest.shouldCreateFilter [],org.junit.rules.TestRuleTest.testRuleOrdering [],org.junit.tests.assertion.AssertionTest.oneDimensionalBooleanArraysAreNotEqual [],org.junit.rules.TempFolderRuleTest.tempFolderIsDeleted [],org.junit.tests.assertion.AssertionTest.bigDecimalsNotEqual [],org.junit.tests.experimental.theories.internal.AllMembersSupplierTest.dataPointMethodShouldBeRecognizedForOverlyGeneralParameters [],org.junit.tests.junit3compatibility.ForwardCompatibilityTest.testCompatibility [],org.junit.tests.assertion.AssertionTest.arraysDifferAtElement0withMessage [],junit.tests.framework.ComparisonCompactorTest.testComparisonErrorOverlappingMatchesContext []"
"junit4","238","org.junit.runner.JUnitCommandLineParseResult.copyArray(String[],int,int)","12","org.junit.rules.RuleChainTest.aroundShouldNotAllowNullRules [],junit.tests.runner.StackFilterTest.testFilter [],org.junit.tests.running.classes.ParentRunnerFilteringTest.testSuiteFiltering [],org.junit.rules.ClassRulesTest.methodRuleIsIntroducedAndEvaluatedOnSubclass [],org.junit.tests.running.methods.TimeoutTest.failureWithTimeoutRunTimeException [],org.junit.tests.running.classes.ClassLevelMethodsWithIgnoredTestsTest.afterClassShouldNotRunWhenAllTestsAreIgnored [],org.junit.tests.experimental.theories.runner.WithUnresolvedGenericTypeVariablesOnTheoryParms.whereTypeVariableIsOnComponentOfArrayTypeOnTheoryParm [],org.junit.tests.running.core.CommandLineTest.runTwoClassesAsArray [],org.junit.rules.TempFolderRuleTest.subFolderIsDeleted [],org.junit.tests.running.classes.SuiteTest.whatHappensWhenASuiteContainsItselfIndirectly [],org.junit.rules.TempFolderRuleTest.recursiveDeleteFolderWithOneRandomElement [],org.junit.rules.RuleMemberValidatorTest.rejectClassRuleInNonPublicClass []"
"junit4","241","org.junit.internal.builders.AllDefaultPossibilitiesBuilder.ignoredBuilder()","11","org.junit.tests.experimental.theories.runner.TypeMatchingBetweenMultiDataPointsMethod.ignoreWrongTypedDataPointsMethod [],org.junit.tests.experimental.theories.internal.AllMembersSupplierTest.dataPointsArrayShouldBeRecognizedOnValueTypeNotFieldType [],org.junit.tests.running.classes.ParameterizedTestTest.runsForEverySingleArgumentOfIterable [],org.junit.tests.manipulation.SingleMethodTest.parameterizedBeforeClass [],org.junit.rules.TestRuleTest.methodIgnoreNonRules [],org.junit.tests.assertion.AssertionTest.assertThrowsUsesCanonicalNameUponTypeMismatch [],org.junit.rules.MethodRulesTest.succeeded [],org.junit.tests.experimental.max.MaxStarterTest.testsAreOnlyIncludedOnceWhenExpandingForSorting [],org.junit.tests.listening.UserStopTest.stopClassRunner [],junit.tests.framework.SuiteTest.testNotPublicTestCase [],org.junit.rules.MethodRulesTest.useCustomMethodRule []"
"junit4","242","org.junit.internal.runners.statements.ExpectException.evaluate()","11","org.junit.tests.assertion.AssertionTest.assertThrowsIncludesTheSpecifiedMessage [],org.junit.tests.experimental.max.MaxStarterTest.junit3TestsAreRunOnce [],org.junit.tests.experimental.theories.runner.TypeMatchingBetweenMultiDataPointsMethod.ignoreWrongTypedDataPointsMethod [],org.junit.samples.money.MoneyTest.testSimpleBagAdd [],org.junit.samples.money.MoneyTest.testBagSubtract [],org.junit.tests.experimental.theories.internal.SpecificDataPointsSupplierTest.shouldReturnOnlyTheNamedSingleMethodDataPoints [],org.junit.rules.RuleMemberValidatorTest.rejectClassRuleThatIsImplemetationOfMethodRule [],org.junit.tests.experimental.theories.runner.TypeMatchingBetweenMultiDataPointsMethod.pickUpMultiPointDataPointMethods [],org.junit.rules.TemporaryFolderUsageTest.newNestedFoldersCreatedUnderRootFolder [],org.junit.rules.TestRuleTest.methodMultipleRulesAreRun [],org.junit.samples.ListTest.elementAt []"
"junit4","243","org.junit.runner.JUnitCore.main(String...)","11","org.junit.tests.running.methods.TestMethodTest.onlyIgnoredMethodsIsStillFineTestClass [],junit.tests.framework.SuiteTest.testNotVoidTestCase [],org.junit.tests.junit3compatibility.JUnit38ClassRunnerTest.filterNoTestsRemain [],org.junit.rules.DisableOnDebugTest.whenRunWithPreJava5DebugArgumentsInReverseOrderTestShouldFail [],org.junit.tests.assertion.AssertionTest.assertThatDescriptionCanBeElided [],org.junit.tests.validation.FailedConstructionTest.failedConstructionIsTestFailure [],junit.tests.framework.ComparisonCompactorTest.testStartAndEndContext [],org.junit.rules.ExternalResourceRuleTest.shouldWrapAssumptionFailuresWhenClosingResourceFails [],org.junit.tests.running.classes.ParameterizedTestTest.meaningfulFailureWhenParametersNotPublic [],junit.tests.extensions.ExtensionTest.testSetupErrorInTestSetup [],org.junit.rules.TestRuleTest.validatePrivateRule []"
