"Project","MethodIndex","Method","Count","Tests"
"junit4","286","org.junit.experimental.results.ResultMatchers.hasFailureContaining(String)","9","org.junit.tests.running.classes.BlockJUnit4ClassRunnerTest.methodBlockAfterFireTestStarted [],org.junit.tests.junit3compatibility.AllTestsTest.ensureTestIsRun [],org.junit.tests.junit3compatibility.ForwardCompatibilityTest.testInvalidMethod [],junit.tests.framework.ComparisonCompactorTest.testStartSame [],org.junit.rules.ClassRulesTest.ruleIsAppliedOnce [],org.junit.runners.RuleContainerTest.ordering2 [],org.junit.tests.junit3compatibility.AllTestsTest.someUsefulDescription [],org.junit.runner.FilterFactoriesTest.shouldThrowExceptionIfNotFilterFactory [],junit.tests.runner.TextFeedbackTest.testEmptySuite []"
"junit4","287","org.junit.runners.BlockJUnit4ClassRunner.validatePublicConstructor(List<Throwable>)","9","org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenFolderThrowsIOExceptionIfFileExists [],org.junit.internal.runners.statements.ExpectExceptionTest.whenExpectingAssumptionViolatedExceptionStatementsThrowingSubclassShouldPass [],org.junit.tests.assertion.AssertionTest.nullNullmessage [],org.junit.tests.listening.RunnerTest.newTestCount [],org.junit.tests.assertion.AssertionTest.twoDimensionalArraysConvertedToStringCorrectly [],junit.tests.framework.AssertTest.testAssertNotSameFailsNull [],org.junit.tests.running.classes.ParameterizedTestTest.failureOnInitialization [],org.junit.tests.running.classes.ParameterizedTestTest.runsForEverySingleArgumentOfCollection [],org.junit.tests.assertion.AssertionTest.assertThrowsSuppliesTheSpecifiedMessageUponTypeMismatch []"
"junit4","291","org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParameters.createTest()","8","org.junit.tests.running.methods.TestMethodTest.onlyIgnoredMethodsIsStillFineTestClass [],org.junit.rules.RuleMemberValidatorTest.methodRejectArbitraryObjectWithRuleAnnotation [],org.junit.tests.experimental.results.ResultMatchersTest.hasFailureContaining_givenResultWithOneFailure [],org.junit.tests.experimental.AssumptionTest.assumeNotNullThrowsExceptionForNullArray [],org.junit.tests.assertion.AssertionTest.assertThrowsIncludesAnInformativeDefaultMessage [],org.junit.tests.junit3compatibility.JUnit38ClassRunnerTest.testListener [],org.junit.tests.description.AnnotatedDescriptionTest.descriptionOfTestClassHasValuedAnnotation [],org.junit.rules.RuleMemberValidatorTest.rejectStaticMethodRule []"
"junit4","292","org.junit.runner.Computer.getRunner(RunnerBuilder,Class<?>)","8","org.junit.tests.experimental.parallel.ParallelMethodTest.testsRunInParallel [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenFolderThrowsIOExceptionIfFileExists [],org.junit.tests.experimental.theories.internal.AllMembersSupplierTest.dataPointsAnnotationMeansTreatAsArrayOnly [],org.junit.tests.experimental.theories.PotentialAssignmentTest.shouldUseQuotedValueInDescription [],org.junit.tests.experimental.theories.runner.UnsuccessfulWithDataPointFields.reportBadParams [],org.junit.tests.running.methods.TestMethodTest.dontValidateShadowedMethods [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenEmptyArrayThrowsIllegalArgumentException [],org.junit.samples.money.MoneyTest.zeroMoniesAreEqualRegardlessOfCurrency []"
"junit4","294","org.junit.runners.model.TestClass.getAnnotatedFieldValues(Object,Class<?extendsAnnotation>,Class<T>)","8","org.junit.tests.running.methods.AnnotationTest.testOldTest [],org.junit.tests.assertion.AssertionTest.multiDimensionalArraysDifferentLengthMessage [],junit.tests.framework.TestCaseTest.testNamelessTestCase [],org.junit.internal.builders.AnnotatedBuilderTest.memberClassInsideAnnotatedTopLevelClass_isRunWithTopLevelRunner [],org.junit.tests.running.methods.ExpectedTest.noneThrown [],org.junit.tests.running.classes.ParameterizedTestTest.countsFailures [],junit.tests.runner.ResultTest.testRunAssumptionFailedResultCanBeSerialised [],org.junit.tests.assertion.AssertionTest.arraysDifferAtElement1nullMessage []"
"junit4","295","org.junit.runners.RuleContainer.setOrder(Object,int)","8","org.junit.tests.running.methods.TimeoutTest.timeoutFailureMultithreaded [],junit.tests.framework.AssertTest.testAssertStringEquals [],org.junit.internal.MethodSorterTest.testJvmMethodSorter [],junit.tests.framework.SuiteTest.testOneTestCase [],org.junit.AssumptionViolatedExceptionTest.simpleAssumptionViolatedExceptionDescribesItself [],org.junit.samples.ListTest.removeAll [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit4TestFailingInTestRule [],org.junit.internal.StackTracesTest.getTrimmedStackForJUnit3TestFailingInSetupMethod []"
"junit4","296","junit.framework.JUnit4TestAdapter.getDescription()","8","junit.tests.framework.ComparisonCompactorTest.testComparisonErrorWithActualNullContext [],junit.tests.framework.TestListenerTest.testStartStop [],org.junit.runners.model.TestClassTest.identifyNonStaticInnerClass [],junit.tests.framework.SuiteTest.testCreateSuiteFromArray [],org.junit.tests.assertion.AssertionTest.sameWithMessage [],org.junit.tests.running.classes.ParentRunnerFilteringTest.testRunSuiteFiltering [],org.junit.tests.assertion.AssertionTest.multiDimensionalIntArraysAreEqual [],org.junit.tests.running.methods.AnnotationTest.testStaticMethodsCanBeTreatedAsShadowed []"
"junit4","299","org.junit.internal.runners.MethodValidator.assertValid()","8","org.junit.tests.ObjectContractTest.equalsMeansEqualHashCodes [],junit.tests.framework.AssertTest.testAssertionFailedErrorToStringWithMessage [],junit.tests.framework.SuiteTest.testOneTestCaseEclipseSeesSameStructureAs381 [],org.junit.rules.MethodRulesTest.callsMethodReturningRuleOnlyOnce [],org.junit.tests.experimental.max.MaxStarterTest.preferFast [],org.junit.tests.running.classes.BlockJUnit4ClassRunnerTest.detectNonStaticEnclosedClass [],org.junit.tests.experimental.theories.runner.WithExtendedParameterSources.getDataPointsFromArray [],org.junit.rules.BlockJUnit4ClassRunnerOverrideTest.overrideRulesMethod []"
"junit4","301","org.junit.runners.model.NoGenericTypeParametersValidator.validateNoTypeParameterOnType(Type,List<Throwable>)","8","org.junit.tests.experimental.AssumptionTest.assumeWithExpectedExceptionShouldThrowAssumptionViolatedException [],org.junit.runners.model.TestClassTest.presentAnnotationIsAvailable [],org.junit.samples.money.MoneyTest.testSimpleBagAdd [],junit.tests.framework.TestCaseTest.testExceptionRunningAndTearDown [],org.junit.tests.junit3compatibility.ForwardCompatibilityTest.testNotifyResult [],org.junit.rules.TempFolderRuleTest.tempFolderIsDeleted [],org.junit.tests.junit3compatibility.SuiteMethodTest.suiteIsUsedWithJUnit4Classes [],org.junit.internal.builders.AnnotatedBuilderTest.topLevelTestClassWithAnnotation_isRunWithAnnotatedRunner []"
"junit4","302","junit.textui.ResultPrinter.printFooter(TestResult)","8","org.junit.tests.running.classes.SuiteTest.ensureInheritedTestIsRun [],org.junit.tests.assertion.AssertionTest.notSameNullMessage [],org.junit.tests.assertion.AssertionTest.nullNullmessage [],org.junit.tests.assertion.AssertionTest.assertThrowsSuppliesACoherentErrorMessageUponTypeMismatch [],org.junit.tests.manipulation.SingleMethodTest.classesWithSuiteMethodsAreFiltered [],junit.tests.framework.FloatAssertTest.testAssertPosInfinityEqualsInfinity [],org.junit.runners.parameterized.TestWithParametersTest.isNotEqualToTestWithDifferentName [],org.junit.rules.TestRuleTest.ruleIsIntroducedAndEvaluated []"
"junit4","303","org.junit.rules.ErrorCollector.checkThat(String,T,Matcher<T>)","8","org.junit.runner.notification.SynchronizedRunListenerTest.hashCodeDelegates [],org.junit.tests.running.classes.ParameterizedTestTest.usesParametersRunnerFactoryThatWasSpecifiedByAnnotationInSuperClass [],junit.tests.runner.ResultTest.testRunAssumptionFailedResultCanBeSerialised [],junit.tests.framework.AssertTest.testAssertNull [],org.junit.experimental.categories.CategoryTest.testCountOnJustA [],org.junit.tests.experimental.max.DescriptionTest.createSuiteDescription_whenNull [],junit.tests.framework.ComparisonFailureTest.testExceptionToStringWithoutMessage [],junit.tests.framework.AssertionFailedErrorTest.testCreateErrorWithoutMessage []"
"junit4","304","junit.extensions.ActiveTestSuite.waitUntilFinished()","8","org.junit.samples.money.MoneyTest.testNormalize4 [],org.junit.tests.experimental.theories.runner.UnsuccessfulWithDataPointFields.theoriesMustBePublic [],org.junit.tests.assertion.AssertionTest.notEqualsObjectWithNull [],junit.tests.runner.TextFeedbackTest.testFailure [],org.junit.rules.ExternalResourceRuleTest.shouldWrapAssumptionFailuresWhenClosingResourceFails [],org.junit.tests.listening.TextListenerTest.testError [],junit.tests.extensions.ActiveTestTest.testActiveTest [],org.junit.rules.RuleMemberValidatorTest.rejectArbitraryObjectWithRuleAnnotation []"
"junit4","307","org.junit.runner.JUnitCommandLineParseResult.applyFilterSpecs(Request)","7","junit.tests.framework.ComparisonCompactorTest.testComparisonErrorEndSameCompleteContext [],org.junit.tests.experimental.theories.runner.WithUnresolvedGenericTypeVariablesOnTheoryParms.whereTypeVariableIsOnTheoryParm [],org.junit.tests.experimental.theories.runner.FailingDataPointMethods.shouldIgnoreMultipleDataPointMethodExceptionsOnRequest [],org.junit.tests.running.classes.ParentRunnerTest.assertionErrorAtParentLevelTest [],org.junit.tests.experimental.theories.ParameterSignatureTest.getAnnotations [],org.junit.runners.RuleContainerTest.ordering1 [],org.junit.rules.TempFolderRuleTest.recursiveDeleteFolderWithOneElement []"
"junit4","308","org.junit.internal.runners.MethodRoadie.addFailure(Throwable)","7","org.junit.tests.running.classes.SuiteTest.ensureSuitesWorkWithForwardCompatibility [],org.junit.tests.ObjectContractTest.equalsMeansEqualHashCodes [],org.junit.rules.RuleMemberValidatorTest.rejectClassRuleMethodReturnsAnArbitraryObject [],org.junit.experimental.categories.CategoryTest.testCountOnAWithoutSlowTests [],org.junit.tests.junit3compatibility.JUnit38ClassRunnerTest.canUnadaptAnAdapter [],org.junit.rules.TestRuleTest.methodMultipleRulesAreRun [],org.junit.tests.junit3compatibility.ForwardCompatibilityTest.testUseGlobalCache []"
"junit4","309","org.junit.runner.Description.createSuiteDescription(String,Annotation...)","7","org.junit.experimental.categories.CategoryValidatorTest.errorIsAddedWhenCategoryIsUsedWithAfter [],org.junit.tests.assertion.AssertionTest.booleansNotEqual [],org.junit.internal.runners.statements.FailOnTimeoutTest.stackTraceContainsRealCauseOfTimeout [],org.junit.tests.running.methods.TimeoutTest.failureWithTimeout [],org.junit.tests.experimental.max.MaxStarterTest.preferNewTests [],junit.tests.framework.SuiteTest.testShadowedTests [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithPathContainingFileSeparatorCreatesDirectories []"
"junit4","310","org.junit.internal.MethodSorter.getSorter(FixMethodOrder)","7","org.junit.runners.parameterized.TestWithParametersTest.doesNotAllowToModifyProvidedParameters [],junit.tests.framework.AssertTest.testAssertionFailedErrorToStringWithMessage [],org.junit.tests.assertion.AssertionTest.assertNotEqualsIgnoresDeltaOnNaN [],junit.tests.framework.ComparisonFailureTest.testThrowing [],org.junit.tests.experimental.theories.runner.UnsuccessfulWithDataPointFields.dataPointMethodsMustBeStatic [],junit.tests.framework.TestCaseTest.testSuccess [],org.junit.tests.running.classes.EnclosedTest.enclosedRunnerPlansConcreteEnclosedClasses []"
"junit4","311","org.junit.runners.model.TestClass.getSortedDeclaredFields(Class<?>)","7","org.junit.tests.running.methods.AnnotationTest.testOldTest [],org.junit.AssumptionViolatedExceptionTest.canSetCauseWithInstanceCreatedWithExplicitThrowableConstructor [],org.junit.experimental.categories.CategoryTest.emptyCategoriesSuite [],org.junit.tests.experimental.theories.runner.UnsuccessfulWithDataPointFields.dataPointFieldsMustBePublic [],org.junit.experimental.categories.CategoriesAndParameterizedTest.doesNotRunTestsWithoutCategory [],junit.tests.framework.ComparisonCompactorTest.testStartAndEndContextWithEllipses [],org.junit.tests.assertion.AssertionTest.oneDimensionalFloatArraysAreNotEqual []"
"junit4","313","org.junit.runner.JUnitCore.run(Computer,Class<?>...)","7","org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParametersTest.hasAllAnnotationsExceptRunWith [],org.junit.tests.experimental.theories.runner.WithUnresolvedGenericTypeVariablesOnTheoryParms.whereTypeVariableIsOnComponentOfArrayTypeOnTheoryParm [],org.junit.rules.ClassRulesTest.usesFieldAndMethodRule [],org.junit.internal.MethodSorterTest.testMethodsNullSorterSelf [],org.junit.experimental.categories.CategoryTest.subclassesOfIncludedCategoriesAreRun [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenEmptyArrayThrowsIllegalArgumentException [],org.junit.rules.TestRuleTest.validateWrongTypedField []"
"junit4","317","org.junit.runners.model.FrameworkMethod.getAnnotations()","7","org.junit.tests.assertion.AssertionTest.multiDimensionalArraysDeclaredAsOneDimensionalAreEqual [],junit.tests.framework.AssertTest.testAssertStringEquals [],org.junit.tests.experimental.theories.ParameterSignatureTest.wrapperTypesShouldBeAcceptedAsPrimitiveTypes [],org.junit.tests.assertion.AssertionTest.notEqualsObjectWithNull [],org.junit.rules.BlockJUnit4ClassRunnerOverrideTest.createTestDefersToNoArgCreateTest [],org.junit.tests.assertion.AssertionTest.assertThrowsUsesCanonicalNameUponTypeMismatch [],org.junit.tests.experimental.AssumptionTest.assumeNotNullPasses []"
"junit4","320","org.junit.runners.model.TestClass.getAnnotatedFields()","7","org.junit.tests.experimental.max.MaxStarterTest.preferNewTestsOverTestsThatFailed [],junit.tests.runner.ResultTest.testRunSuccessResultCanBeReserialised_v4_13 [],org.junit.tests.experimental.theories.internal.AllMembersSupplierTest.dataPointsArrayFieldMayContainNullValue [],org.junit.tests.running.methods.AnnotationTest.testFieldsNeverTreatedAsShadowed [],org.junit.rules.ClassRulesTest.methodCustomRuleIsAppliedOnce [],org.junit.tests.assertion.AssertionTest.stringNullAndNullWorksToo [],org.junit.tests.running.methods.AnnotationTest.testNonStaticOneTimeSetup []"
"junit4","323","junit.framework.TestSuite.isPublicTestMethod(Method)","7","org.junit.tests.running.classes.ParentRunnerFilteringTest.testSuiteFiltering [],org.junit.tests.running.classes.UseSuiteAsASuperclassTest.ensureTestsAreRun [],junit.tests.extensions.RepeatedTestTest.testRepeatedZero [],org.junit.tests.junit3compatibility.SuiteMethodTest.makeSureSuiteIsCalled [],org.junit.tests.running.methods.TimeoutTest.stalledThreadAppearsInStackTrace [],junit.tests.framework.TestListenerTest.testFailure [],org.junit.rules.TempFolderRuleTest.tempFolderIsDeleted []"
"junit4","325","org.junit.runners.model.FrameworkField.getAnnotation(Class<T>)","7","org.junit.tests.assertion.AssertionTest.primitiveArraysConvertedToStringCorrectly [],org.junit.runners.model.TestClassTest.fieldsOnSubclassesDoNotShadowSuperclasses [],org.junit.runners.model.FrameworkFieldTest.cannotBeCreatedWithoutUnderlyingField [],org.junit.tests.running.methods.AnnotationTest.testFieldsNeverTreatedAsShadowed [],org.junit.tests.experimental.theories.runner.WithExtendedParameterSources.shouldFilterOutNullElementsFromDataPointArrays [],junit.tests.framework.ComparisonCompactorTest.testEndSame [],org.junit.rules.RuleMemberValidatorTest.rejectStaticMethodRule []"
"junit4","327","org.junit.rules.Verifier.apply(Statement,Description)","7","org.junit.runner.JUnitCommandLineParseResultTest.shouldStopParsingOptionsUponNonOption [],org.junit.internal.StackTracesTest.getTrimmedStackWithSuppressedExceptions [],org.junit.tests.assertion.AssertionTest.nullAndStringNullPrintCorrectError [],org.junit.tests.assertion.AssertionTest.twoDimensionalArraysDifferentInnerLengthNotEqual [],org.junit.runner.JUnitCommandLineParseResultTest.shouldCreateFailureUponUnknownOption [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenPathThrowsIOExceptionIfFolderExists [],org.junit.tests.running.core.CommandLineTest.runATest []"
"junit4","328","org.junit.runners.model.FrameworkField.getField()","7","junit.tests.framework.ComparisonCompactorTest.testComparisonErrorWithActualNullContext [],junit.tests.framework.TestCaseTest.testNoArgTestCasePasses [],org.junit.tests.description.SuiteDescriptionTest.hashCodeIsReasonable [],org.junit.tests.listening.RunnerTest.oldTestCount [],org.junit.tests.assertion.AssertionTest.oneDimensionalBooleanArraysAreNotEqual [],org.junit.rules.TempFolderRuleTest.subFolderIsDeleted [],junit.tests.extensions.RepeatedTestTest.testRepeatedOnce []"
"junit4","329","org.junit.experimental.results.ResultMatchers.hasSingleFailureContaining(String)","7","org.junit.internal.StackTracesTest.getTrimmedStackForJUnit4TestFailingInBeforeMethod [],org.junit.tests.running.methods.AnnotationTest.testOrderingOfInheritance [],org.junit.tests.running.classes.ParameterizedTestTest.multipleParametersBeforeParamAndAfterParamAreRun [],org.junit.rules.BlockJUnit4ClassRunnerOverrideTest.createTestDefersToNoArgCreateTest [],org.junit.rules.TemporaryFolderUsageTest.newFileThrowsIllegalStateExceptionIfCreateWasNotInvoked [],org.junit.tests.experimental.theories.runner.WithExtendedParameterSources.getDataPointsFromArrayMethod [],org.junit.tests.experimental.AssumptionTest.assumptionsWithMessageAndCause []"
"junit4","331","junit.runner.BaseTestRunner.filterLine(String)","7","org.junit.runners.model.FrameworkFieldTest.presentAnnotationIsAvailable [],org.junit.rules.RuleMemberValidatorTest.acceptNonStaticTestRule [],org.junit.tests.experimental.theories.internal.AllMembersSupplierTest.dataPointsAnnotationMeansTreatAsArrayOnly [],org.junit.tests.validation.ValidationTest.nonStaticBeforeClass [],org.junit.rules.TimeoutRuleTest.longTimeout [],org.junit.rules.TestRuleTest.methodOnlyApplyOnceEvenIfImplementsBothInterfaces [],org.junit.tests.experimental.max.MaxStarterTest.maxShouldSkipMalformedJUnit38Classes []"
"junit4","332","org.junit.runners.BlockJUnit4ClassRunner.validateOnlyOneConstructor(List<Throwable>)","7","junit.tests.framework.SuiteTest.testInheritedTests [],org.junit.experimental.categories.JavadocTest.slowTests [],org.junit.internal.runners.ErrorReportingRunnerTest.cannotCreateWithNullClass2 [],org.junit.runners.model.TestClassTest.isEqualToTestClassThatWrapsNoJavaClassToo [],org.junit.tests.assertion.AssertionTest.shortsNotEqual [],org.junit.rules.RuleChainTest.executeRulesInCorrectOrder [],org.junit.experimental.categories.CategoryTest.oneRunnableOthersAvoided []"
"junit4","333","org.junit.Assert.assertEquals(long,long)","7","org.junit.rules.TestWatchmanTest.neitherLogSuccessNorFailedForViolatedAssumption [],org.junit.tests.experimental.theories.internal.AllMembersSupplierTest.allMembersFailsOnFailingDataPointsArrayMethod [],org.junit.tests.description.TestDescriptionTest.equalsIsTrueForSameNameAndNoExplicitUniqueId [],org.junit.rules.TestWatchmanTest.neitherLogSuccessNorFailedForViolatedAssumption [],org.junit.tests.experimental.theories.internal.ParameterizedAssertionErrorTest.buildParameterizedAssertionError [],org.junit.rules.DisableOnDebugTest.whenRunWithPreJava5DebugArgumentsTestShouldFail [],org.junit.validator.AnnotationsValidatorTest.validatorIsCalledForAField []"
"junit4","336","org.junit.Assert.assertArrayEquals(String,float[],float[],float)","7","junit.tests.framework.DoublePrecisionAssertTest.testAssertNaNEqualsNaN [],org.junit.rules.TemporaryFolderUsageTest.deleteRemovesRootFolder [],junit.tests.framework.NoArgTestCaseTest.testNothing [],org.junit.tests.junit3compatibility.ForwardCompatibilityTest.testRunWithClass [],org.junit.tests.running.core.JUnitCoreReturnsCorrectExitCodeTest.successCausesExitCodeOf0 [],junit.tests.framework.ComparisonFailureTest.testConnection [],org.junit.tests.running.core.CommandLineTest.runATest []"
"junit4","338","org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParameters.getName()","6","org.junit.runner.JUnitCommandLineParseResultTest.shouldStopParsingOptionsUponNonOption [],org.junit.tests.running.classes.BlockJUnit4ClassRunnerTest.methodBlockAfterFireTestStarted [],org.junit.tests.running.classes.SuiteTest.suiteShouldComplainAboutNoSuiteClassesAnnotation [],org.junit.experimental.categories.MultiCategoryTest.inheritanceAllIncluded [],org.junit.tests.running.methods.AnnotationTest.testStaticFieldsCanBeTreatedAsShadowed [],org.junit.rules.TestRuleTest.validateWrongTypedField []"
"junit4","339","org.junit.runner.JUnitCore.removeListener(RunListener)","6","org.junit.rules.TimeoutRuleTest.timeUnitTimeout [],org.junit.samples.money.MoneyTest.testBagSubtract [],org.junit.runner.notification.RunNotifierTest.addFirstAndRemoveWithNonThreadSafeListener [],org.junit.tests.experimental.theories.runner.WithUnresolvedGenericTypeVariablesOnTheoryParms.whereTypeVariableIsOnTheTheory [],org.junit.runners.model.TestClassTest.annotatedFieldValues [],org.junit.tests.running.classes.ParameterizedTestTest.runsForEverySingleArgumentOfCollection []"
"junit4","340","org.junit.experimental.theories.internal.SpecificDataPointsSupplier.getSingleDataPointFields(ParameterSignature)","6","org.junit.tests.assertion.AssertionTest.compareBigDecimalAndInteger [],org.junit.tests.assertion.AssertionTest.failWithMessageToString [],org.junit.tests.assertion.AssertionTest.arraysDifferAtElement1withMessage [],org.junit.tests.assertion.AssertionTest.oneDimensionalBooleanArraysAreNotEqual [],org.junit.tests.experimental.results.ResultMatchersTest.hasFailuresHasGoodDescription [],org.junit.experimental.categories.CategoryValidatorTest.errorIsAddedWhenCategoryIsUsedWithBefore []"
"junit4","341","org.junit.runner.notification.SynchronizedRunListener.equals(Object)","6","org.junit.tests.experimental.AssumptionTest.assumeThatWorks [],org.junit.rules.TestRuleTest.useCustomMethodRule [],org.junit.tests.experimental.max.MaxStarterTest.halfMalformed [],org.junit.tests.experimental.theories.runner.WithUnresolvedGenericTypeVariablesOnTheoryParms.whereTypeVariableIsOnWildcardUpperBoundOnTheoryParm [],org.junit.tests.experimental.theories.internal.ParameterizedAssertionErrorTest.differentParameterizedAssertionErrorsHaveDifferentToStrings [],org.junit.rules.RuleChainTest.executeRulesInCorrectOrder []"
"junit4","342","org.junit.runners.model.FrameworkField.get(Object)","6","org.junit.rules.TemporaryFolderUsageTest.createInitializesRootFolder [],org.junit.tests.assertion.AssertionTest.assertNotEqualsIgnoresFloatDeltaOnNaN [],junit.tests.framework.DoublePrecisionAssertTest.testAssertNaNEqualsNaN [],org.junit.tests.junit3compatibility.ForwardCompatibilityTest.testExceptionInBefore [],org.junit.tests.description.SuiteDescriptionTest.equalsIsCorrect [],org.junit.rules.RuleMemberValidatorTest.methodRejectNonStaticClassRule []"
"junit4","343","org.junit.internal.builders.AllDefaultPossibilitiesBuilder.junit3Builder()","6","org.junit.internal.MethodSorterTest.testMethodsNullSorterSuper [],org.junit.tests.experimental.theories.runner.WithParameterSupplier.shouldPickUpDataPointsFromParameterSupplier [],org.junit.rules.TemporaryFolderUsageTest.newFolderWithGivenPathThrowsIOExceptionIfFolderExists [],org.junit.tests.experimental.theories.internal.AllMembersSupplierTest.dataPointsArrayShouldBeRecognized [],org.junit.runners.parameterized.TestWithParametersTest.isNotEqualToTestWithDifferentName [],org.junit.tests.running.classes.EnclosedTest.enclosedRunnerPlansConcreteEnclosedClasses []"
"junit4","344","org.junit.rules.TemporaryFolder.builder()","6","org.junit.rules.TemporaryFolderUsageTest.deleteShouldDoNothingIfRootFolderWasNotInitialized [],org.junit.runner.JUnitCommandLineParseResultTest.shouldParseFilterArgInWhichValueIsASeparateArg [],org.junit.tests.experimental.theories.internal.ParameterizedAssertionErrorTest.equalsReturnsTrue [],org.junit.AssumptionViolatedExceptionTest.assumptionViolatedExceptionWithMatcherDescribesItself [],org.junit.rules.RuleMemberValidatorTest.rejectMethodStaticTestRule [],org.junit.tests.experimental.AssumptionTest.assumeNoExceptionThrows []"
"junit4","346","org.junit.internal.runners.model.EachTestNotifier.fireTestFinished()","6","org.junit.rules.ClassRulesTest.methodRuleIsIntroducedAndEvaluatedOnSubclass [],org.junit.experimental.categories.CategoryTest.classesCanBeCategories [],org.junit.tests.running.core.CommandLineTest.runTwoClasses [],org.junit.tests.running.classes.ParameterizedTestTest.meaningfulFailureWhenParametersNotPublic [],org.junit.tests.experimental.theories.PotentialAssignmentTest.shouldReturnGivenValue [],org.junit.tests.experimental.theories.runner.WithOnlyTestAnnotations.honorTimeout []"
"junit4","348","org.junit.runners.BlockJUnit4ClassRunner.getTimeout(Test)","6","org.junit.experimental.categories.CategoryTest.testCountWithExplicitExcludeFilter [],org.junit.tests.assertion.AssertionTest.assertThatIncludesAdvancedMismatch [],org.junit.rules.TestWatchmanTest.logFailingTest [],org.junit.runner.FilterFactoriesTest.shouldPassOnDescriptionToFilterFactory [],junit.tests.framework.ComparisonFailureTest.testExceptionToStringWithMessage [],org.junit.rules.TestWatchmanTest.logFailingTest []"
"junit4","349","org.junit.experimental.theories.PotentialAssignment.forValue(String,Object)","6","org.junit.tests.assertion.AssertionTest.floatsNotEqual [],org.junit.tests.experimental.AssumptionTest.failingAssumptionInBeforePreventsTestRun [],junit.tests.extensions.ActiveTestTest.testActiveRepeatedTest1 [],org.junit.tests.running.classes.ParentRunnerFilteringTest.testRunSuiteFiltering [],org.junit.tests.junit3compatibility.AllTestsTest.exceptionThrownWhenSuiteIsBad [],org.junit.tests.assertion.AssertionTest.stringsDifferWithUserMessage []"
"junit4","351","junit.extensions.TestSetup.run(TestResult)","6","org.junit.tests.assertion.AssertionTest.floatsNotDoublesInArrays [],org.junit.tests.running.classes.ParentRunnerFilteringTest.testCountClassFiltering [],org.junit.runner.notification.SynchronizedRunListenerTest.overridesAllMethodsInRunListener [],org.junit.tests.experimental.theories.runner.WithUnresolvedGenericTypeVariablesOnTheoryParms.whereTypeVariableIsOnTheoryParm [],org.junit.tests.running.classes.ParameterizedTestTest.providesDataByAnnotatedFields [],org.junit.internal.MethodSorterTest.testDefaultMethodSorter []"
"junit4","352","org.junit.runners.BlockJUnit4ClassRunner.testName(FrameworkMethod)","6","org.junit.experimental.categories.CategoryTest.anyMethodWithExcludedCategoryWillBeExcluded [],org.junit.tests.experimental.theories.PotentialAssignmentTest.shouldUseQuotedValueInDescription [],org.junit.tests.manipulation.SingleMethodTest.parameterizedBeforeClass [],org.junit.tests.running.classes.ParentRunnerFilteringTest.testSuiteFilteringWithUnmodifyableChildList [],org.junit.tests.junit3compatibility.JUnit38ClassRunnerTest.canUnadaptAnAdapter [],org.junit.experimental.categories.CategoryTest.categoryFilterLeavesOnlyMatchingMethods []"
"junit4","354","org.junit.experimental.categories.CategoryFilterFactory.parseCategories(String)","6","org.junit.tests.experimental.parallel.ParallelMethodTest.testsRunInParallel [],org.junit.tests.experimental.AssumptionTest.assumptionsWithMessage [],org.junit.validator.AnnotationsValidatorTest.validatorIsCalledForAClass [],org.junit.internal.runners.ErrorReportingRunnerTest.givenInvalidTestClass_integrationTest [],org.junit.tests.description.AnnotatedDescriptionTest.descriptionOfTestClassHasValuedAnnotation [],org.junit.internal.runners.statements.ExpectExceptionTest.whenExpectingAssumptionViolatedExceptionStatementsThrowingItShouldPass []"
"junit4","355","org.junit.runner.Description.getChildren()","6","org.junit.tests.assertion.MultipleFailureExceptionTest.assertEmptyRethrowsSingleError [],org.junit.experimental.categories.JavadocTest.slowTests [],org.junit.experimental.categories.CategoryTest.describeMultipleCategoryFilter [],org.junit.internal.runners.statements.FailOnTimeoutTest.stopEndlessStatement [],org.junit.experimental.categories.CategoryTest.testCountOnAWithoutSlowTests [],org.junit.rules.TestRuleTest.methodMultipleRulesAreRun []"
"junit4","356","junit.runner.BaseTestRunner.getFilteredTrace(String)","6","org.junit.tests.assertion.AssertionTest.multiDimensionalArraysDeclaredAsOneDimensionalAreEqual [],org.junit.experimental.categories.CategoryTest.testCountWithExplicitExcludeFilter [],junit.tests.framework.FloatAssertTest.testAssertNaNEqualsNaN [],org.junit.runner.notification.RunNotifierTest.addFirstAndRemoveWithNonThreadSafeListener [],org.junit.tests.listening.RunnerTest.newTestCount [],org.junit.samples.money.MoneyTest.testMixedSimpleAdd []"
