"PatchIndex","PatchSize","Patch","MethodIndex","TestIndex","UnitTest","RepNumber","PatchValid","PatchCompiled","TestPassed","TestExecutionTime(ns)","TestCPUTime(ns)","TestTimedOut","TestExceptionType","TestExceptionMessage","AssertionExpectedValue","AssertionActualValue","NoOp","EditsValid"
"345","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:262 |","5","75","spark.RedirectTest.testRedirectPutWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"345","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:262 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"345","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:262 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"345","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:262 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"345","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:262 |","5","90","spark.staticfiles.StaticFilesTest.testExternalStaticFile []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"345","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:262 |","5","91","spark.RedirectTest.testRedirectDeleteWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"345","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:262 |","5","92","spark.servlet.ServletTest.testGetRoot []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"345","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:262 |","5","93","spark.RedirectTest.testRedirectAnyPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","87","spark.RedirectTest.testRedirectPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","79","spark.GenericIntegrationTest.testGetHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","88","spark.RedirectTest.testRedirectAnyDelete []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","34","spark.BooksIntegrationTest.canCreateBook []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","50","spark.StaticFilesMemberTest.testStaticFileExpireTime []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","52","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","89","spark.GenericIntegrationTest.testHiHead []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","53","spark.RedirectTest.testRedirectAnyGetWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","55","spark.StaticFilesMemberTest.testStaticFileCssStyleCss []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","75","spark.RedirectTest.testRedirectPutWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","90","spark.staticfiles.StaticFilesTest.testExternalStaticFile []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","91","spark.RedirectTest.testRedirectDeleteWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","92","spark.servlet.ServletTest.testGetRoot []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"346","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:272 |","5","93","spark.RedirectTest.testRedirectAnyPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","87","spark.RedirectTest.testRedirectPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","79","spark.GenericIntegrationTest.testGetHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","88","spark.RedirectTest.testRedirectAnyDelete []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","34","spark.BooksIntegrationTest.canCreateBook []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","50","spark.StaticFilesMemberTest.testStaticFileExpireTime []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","52","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","89","spark.GenericIntegrationTest.testHiHead []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","53","spark.RedirectTest.testRedirectAnyGetWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","55","spark.StaticFilesMemberTest.testStaticFileCssStyleCss []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","75","spark.RedirectTest.testRedirectPutWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","90","spark.staticfiles.StaticFilesTest.testExternalStaticFile []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","91","spark.RedirectTest.testRedirectDeleteWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","92","spark.servlet.ServletTest.testGetRoot []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"347","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:282 |","5","93","spark.RedirectTest.testRedirectAnyPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","87","spark.RedirectTest.testRedirectPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","79","spark.GenericIntegrationTest.testGetHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","88","spark.RedirectTest.testRedirectAnyDelete []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","34","spark.BooksIntegrationTest.canCreateBook []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","50","spark.StaticFilesMemberTest.testStaticFileExpireTime []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","52","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","89","spark.GenericIntegrationTest.testHiHead []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","53","spark.RedirectTest.testRedirectAnyGetWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","55","spark.StaticFilesMemberTest.testStaticFileCssStyleCss []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","75","spark.RedirectTest.testRedirectPutWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","90","spark.staticfiles.StaticFilesTest.testExternalStaticFile []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","91","spark.RedirectTest.testRedirectDeleteWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","92","spark.servlet.ServletTest.testGetRoot []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"348","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:292 |","5","93","spark.RedirectTest.testRedirectAnyPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","87","spark.RedirectTest.testRedirectPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","79","spark.GenericIntegrationTest.testGetHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","88","spark.RedirectTest.testRedirectAnyDelete []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","34","spark.BooksIntegrationTest.canCreateBook []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","50","spark.StaticFilesMemberTest.testStaticFileExpireTime []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","52","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","89","spark.GenericIntegrationTest.testHiHead []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","53","spark.RedirectTest.testRedirectAnyGetWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","55","spark.StaticFilesMemberTest.testStaticFileCssStyleCss []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","75","spark.RedirectTest.testRedirectPutWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","90","spark.staticfiles.StaticFilesTest.testExternalStaticFile []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","91","spark.RedirectTest.testRedirectDeleteWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","92","spark.servlet.ServletTest.testGetRoot []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"349","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:304 |","5","93","spark.RedirectTest.testRedirectAnyPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","87","spark.RedirectTest.testRedirectPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","79","spark.GenericIntegrationTest.testGetHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","88","spark.RedirectTest.testRedirectAnyDelete []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","34","spark.BooksIntegrationTest.canCreateBook []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","50","spark.StaticFilesMemberTest.testStaticFileExpireTime []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","52","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","89","spark.GenericIntegrationTest.testHiHead []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","53","spark.RedirectTest.testRedirectAnyGetWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","55","spark.StaticFilesMemberTest.testStaticFileCssStyleCss []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","75","spark.RedirectTest.testRedirectPutWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"350","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:314 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
