"PatchIndex","PatchSize","Patch","MethodIndex","TestIndex","UnitTest","RepNumber","PatchValid","PatchCompiled","TestPassed","TestExecutionTime(ns)","TestCPUTime(ns)","TestTimedOut","TestExceptionType","TestExceptionMessage","AssertionExpectedValue","AssertionActualValue","NoOp","EditsValid"
"274","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:117 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","true","false","146533087","2327935","false","org.junit.ComparisonFailure","expected:<[XXX.XXX.XXX.XXX]> but was:<[<html><body><h2>500 Internal Server Error</h2></body></html>]>","N/A","N/A","false","1"
"274","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:117 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"274","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:117 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","true","true","6193804","541582","false","N/A","N/A","N/A","N/A","false","1"
"274","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:117 |","5","90","spark.staticfiles.StaticFilesTest.testExternalStaticFile []","1","true","true","false","7715854","677020","false","org.apache.http.ProtocolException","The server failed to respond with a valid HTTP response","N/A","N/A","false","1"
"274","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:117 |","5","91","spark.RedirectTest.testRedirectDeleteWithSpecificCode []","1","true","true","false","7832848","611361","false","org.apache.http.ProtocolException","The server failed to respond with a valid HTTP response","N/A","N/A","false","1"
"274","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:117 |","5","92","spark.servlet.ServletTest.testGetRoot []","1","true","true","false","11725496","721900","false","java.lang.AssertionError","expected:<200> but was:<404>","200","404","false","1"
"274","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:117 |","5","93","spark.RedirectTest.testRedirectAnyPost []","1","true","true","false","3689016","674734","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","true","false","129805956","2339127","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","87","spark.RedirectTest.testRedirectPost []","1","true","true","false","5593279","537048","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","79","spark.GenericIntegrationTest.testGetHi []","1","true","true","false","34780666","947708","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","88","spark.RedirectTest.testRedirectAnyDelete []","1","true","true","false","3458965","496765","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","34","spark.BooksIntegrationTest.canCreateBook []","1","true","true","false","18237939","1914667","false","java.lang.AssertionError","null","N/A","N/A","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","50","spark.StaticFilesMemberTest.testStaticFileExpireTime []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","52","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []","1","true","true","false","17063336","546342","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","89","spark.GenericIntegrationTest.testHiHead []","1","true","true","false","8091823","461868","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","53","spark.RedirectTest.testRedirectAnyGetWithSpecificCode []","1","true","true","false","2939839","618826","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","55","spark.StaticFilesMemberTest.testStaticFileCssStyleCss []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","75","spark.RedirectTest.testRedirectPutWithSpecificCode []","1","true","true","false","7186933","491085","false","java.lang.AssertionError","expected:<305> but was:<500>","305","500","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","true","false","6690667","486765","false","java.lang.AssertionError","expected:<404> but was:<500>","404","500","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","90","spark.staticfiles.StaticFilesTest.testExternalStaticFile []","1","true","true","false","11557030","523426","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","91","spark.RedirectTest.testRedirectDeleteWithSpecificCode []","1","true","true","false","1992216","407693","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","92","spark.servlet.ServletTest.testGetRoot []","1","true","true","false","11940672","608456","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"275","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:118 |","5","93","spark.RedirectTest.testRedirectAnyPost []","1","true","true","false","10000000000","10000000000","true","org.junit.runners.model.TestTimedOutException","test timed out after 10000  milliseconds","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","true","true","136511207","1337904","false","N/A","N/A","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","87","spark.RedirectTest.testRedirectPost []","1","true","true","false","42561522","2494104","false","java.lang.AssertionError","expected:<200> but was:<405>","200","405","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","79","spark.GenericIntegrationTest.testGetHi []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","88","spark.RedirectTest.testRedirectAnyDelete []","1","true","true","false","3750223","663912","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","34","spark.BooksIntegrationTest.canCreateBook []","1","true","true","true","19182906","545312","false","N/A","N/A","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","50","spark.StaticFilesMemberTest.testStaticFileExpireTime []","1","true","true","true","20684193","387666","false","N/A","N/A","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","52","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","89","spark.GenericIntegrationTest.testHiHead []","1","true","true","true","7348405","442969","false","N/A","N/A","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","53","spark.RedirectTest.testRedirectAnyGetWithSpecificCode []","1","true","true","false","3279507","473830","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","55","spark.StaticFilesMemberTest.testStaticFileCssStyleCss []","1","true","true","true","9342272","338359","false","N/A","N/A","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","75","spark.RedirectTest.testRedirectPutWithSpecificCode []","1","true","true","false","2820235","507257","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","true","true","130184314","499276","false","N/A","N/A","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","true","true","7486377","539614","false","N/A","N/A","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","90","spark.staticfiles.StaticFilesTest.testExternalStaticFile []","1","true","true","false","6678299","587351","false","org.apache.http.ProtocolException","The server failed to respond with a valid HTTP response","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","91","spark.RedirectTest.testRedirectDeleteWithSpecificCode []","1","true","true","false","2418964","433861","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","92","spark.servlet.ServletTest.testGetRoot []","1","true","true","true","9209970","469893","false","N/A","N/A","N/A","N/A","false","1"
"276","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:119 |","5","93","spark.RedirectTest.testRedirectAnyPost []","1","true","true","false","10000000000","10000000000","true","org.junit.runners.model.TestTimedOutException","test timed out after 10000  milliseconds","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","true","false","121762637","2164755","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","87","spark.RedirectTest.testRedirectPost []","1","true","true","false","5622004","570901","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","79","spark.GenericIntegrationTest.testGetHi []","1","true","true","false","28638757","916759","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","88","spark.RedirectTest.testRedirectAnyDelete []","1","true","true","false","2850116","625939","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","34","spark.BooksIntegrationTest.canCreateBook []","1","true","true","false","14358901","1630512","false","java.lang.AssertionError","null","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","50","spark.StaticFilesMemberTest.testStaticFileExpireTime []","1","true","true","false","19561626","463996","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","52","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","89","spark.GenericIntegrationTest.testHiHead []","1","true","true","false","7516482","409158","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","53","spark.RedirectTest.testRedirectAnyGetWithSpecificCode []","1","true","true","false","2136193","374280","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","55","spark.StaticFilesMemberTest.testStaticFileCssStyleCss []","1","true","true","false","10362479","410748","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","75","spark.RedirectTest.testRedirectPutWithSpecificCode []","1","true","true","false","2537220","371422","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","true","false","134564674","1609054","false","org.junit.ComparisonFailure","expected:<[XXX.XXX.XXX.XXX]> but was:<[<html><body><h2>500 Internal Server Error</h2></body></html>]>","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","true","false","7574706","444924","false","java.lang.AssertionError","expected:<404> but was:<500>","404","500","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","90","spark.staticfiles.StaticFilesTest.testExternalStaticFile []","1","true","true","false","7085856","526637","false","org.apache.http.ProtocolException","The server failed to respond with a valid HTTP response","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","91","spark.RedirectTest.testRedirectDeleteWithSpecificCode []","1","true","true","false","2286528","350149","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","92","spark.servlet.ServletTest.testGetRoot []","1","true","true","false","12378867","454605","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"277","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:120 |","5","93","spark.RedirectTest.testRedirectAnyPost []","1","true","true","false","10000000000","10000000000","true","org.junit.runners.model.TestTimedOutException","test timed out after 10000  milliseconds","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","true","false","138772674","2650720","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","87","spark.RedirectTest.testRedirectPost []","1","true","true","false","5576260","569096","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","79","spark.GenericIntegrationTest.testGetHi []","1","true","true","false","32666841","994311","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","88","spark.RedirectTest.testRedirectAnyDelete []","1","true","true","false","3303262","543483","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","34","spark.BooksIntegrationTest.canCreateBook []","1","true","true","false","15905383","2095604","false","java.lang.AssertionError","null","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","50","spark.StaticFilesMemberTest.testStaticFileExpireTime []","1","true","true","false","20630658","607517","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","52","spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","89","spark.GenericIntegrationTest.testHiHead []","1","true","true","false","9502193","691723","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","53","spark.RedirectTest.testRedirectAnyGetWithSpecificCode []","1","true","true","false","3525905","470186","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","55","spark.StaticFilesMemberTest.testStaticFileCssStyleCss []","1","true","true","false","10587668","549758","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","75","spark.RedirectTest.testRedirectPutWithSpecificCode []","1","true","true","false","2615486","565589","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","39","spark.GenericSecureIntegrationTest.testXForwardedFor []","1","true","true","false","142455753","1866890","false","org.junit.ComparisonFailure","expected:<[XXX.XXX.XXX.XXX]> but was:<[<html><body><h2>500 Internal Server Error</h2></body></html>]>","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","58","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","23","spark.MultipleServicesTest.testStaticFileCssStyleCssWithFirst []","1","true","true","true","5624038","473327","false","N/A","N/A","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","90","spark.staticfiles.StaticFilesTest.testExternalStaticFile []","1","true","true","false","7296360","639915","false","org.apache.http.ProtocolException","The server failed to respond with a valid HTTP response","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","91","spark.RedirectTest.testRedirectDeleteWithSpecificCode []","1","true","true","false","3646945","508867","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","92","spark.servlet.ServletTest.testGetRoot []","1","true","true","false","11769690","543213","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"278","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:121 |","5","93","spark.RedirectTest.testRedirectAnyPost []","1","true","true","false","10000000000","10000000000","true","org.junit.runners.model.TestTimedOutException","test timed out after 10000  milliseconds","N/A","N/A","false","1"
"279","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:122 |","5","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","true","false","139380719","2735522","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"279","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:122 |","5","87","spark.RedirectTest.testRedirectPost []","1","true","true","false","6754622","616865","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"279","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:122 |","5","79","spark.GenericIntegrationTest.testGetHi []","1","true","true","false","37033130","1004176","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
"279","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:122 |","5","88","spark.RedirectTest.testRedirectAnyDelete []","1","true","true","false","4527302","568466","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"279","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:122 |","5","34","spark.BooksIntegrationTest.canCreateBook []","1","true","true","false","15287826","1957731","false","java.lang.AssertionError","null","N/A","N/A","false","1"
"279","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/MatcherFilter.java:122 |","5","50","spark.StaticFilesMemberTest.testStaticFileExpireTime []","1","true","true","false","21954127","490002","false","java.lang.AssertionError","expected:<200> but was:<500>","200","500","false","1"
