CompositeKey,Project,MethodIndex,MethodName,MethodLength,EditDensity,AveUseDefDist,AveUseDefDist/MethodLength,MedDefUseDist,MedUseDefDist/MethodLength,CountLine,CompiledLine,PassedLine,CountStat,CompiledStat,PassedStat,PropLineCompiled,PropLinePassed,PropStatCompiled,PropStatPassed,cyclomatic,ncss,npath,cyc/length,ncss/length,npath/length,InstCoverage-missed,InstCoverage-covered,InstCoverage,DistTopCorner,DistBotCorner,DistTopLeft,DistBotRight
junit4331,junit4,331,junit.runner.BaseTestRunner.filterLine(String),12,2.08333333,8.5,0.708,10.5,0.875,25,0,0,25,0,0,0,0,0,0,3,6,3,0.25,0.5,0.25,0,53,1,1.007782219,0.875,1.328768227,0.125
gson7,gson,7,com.google.gson.Gson.atomicLongArrayAdapter(TypeAdapter<Number>),24,5.5,15.6666667,0.653,23,0.95833333,132,18,6,132,40,22,0.13636364,0.04545455,0.3030303,0.16666667,1,19,1,0.04166667,0.79166667,0.04166667,0,6,1,0.834374347,0.972718125,1.269979216,0.171796072
spark9,spark,9,spark.staticfiles.StaticFilesConfiguration.configure(String),11,16.4545455,7.11111111,0.646,9,0.81818182,181,56,0,181,137,0,0.30939227,0,0.75690608,0,3,10,3,0.27272727,0.90909091,0.27272727,0,40,1,1.016394535,0.81818182,1.292060947,0.18181818
opennlp57,opennlp,57,opennlp.tools.util.AbstractEventStream.read(),40,1.4,28.4,0.710,35,0.875,56,11,6,56,33,10,0.19642857,0.10714286,0.58928571,0.17857143,5,10,7,0.125,0.25,0.175,0,34,1,0.830885007,0.893035697,1.200154113,0.217974209
gson2,gson,2,com.google.gson.GsonBuilder.create(),11,11.4545455,8.09677419,0.736,11,1,126,25,11,126,67,39,0.1984127,0.08730159,0.53174603,0.30952381,1,9,1,0.09090909,0.81818182,0.09090909,0,78,1,0.69047619,1.046807045,1.215219062,0.30952381
opennlp131,opennlp,131,"opennlp.tools.postag.POSSampleEventStream.generateEvents(String[],String[],Object[],POSContextGenerator)",11,3.18181818,5.91666667,0.538,7,0.63636364,35,1,0,35,10,7,0.02857143,0,0.28571429,0.2,2,6,2,0.18181818,0.54545455,0.18181818,0,33,1,0.878766978,0.667052234,1.022232206,0.415007714
mybatis-3145,mybatis-3,145,"org.apache.ibatis.builder.xml.XMLStatementBuilder.parseSelectKeyNode(String,XNode,Class<?>,LanguageDriver,String)",30,1,14.2258065,0.474,19,0.63333333,30,9,9,30,8,6,0.3,0.3,0.26666667,0.2,1,22,-1,0.03333333,0.73333333,-0.0333333,0,103,1,0.880025254,0.664161958,1.020348522,0.417665472
mybatis-350,mybatis-3,50,"org.apache.ibatis.builder.MapperBuilderAssistant.applyCurrentNamespace(String,boolean)",18,1.16666667,10.6363636,0.591,11,0.61111111,21,5,2,21,8,4,0.23809524,0.0952381,0.38095238,0.19047619,6,12,12,0.33333333,0.66666667,0.66666667,0,54,1,0.89808873,0.640107778,1.014290682,0.433030885
jcodec79,jcodec,79,"org.jcodec.codecs.h264.decode.SliceReader.readMBlock(MBlock,SliceType)",11,2.27272727,6.36363636,0.579,7,0.63636364,25,6,2,25,19,6,0.24,0.08,0.76,0.24,3,12,3,0.27272727,1.09090909,0.27272727,0,51,1,0.842514927,0.680116668,0.991240981,0.435696457
opennlp92,opennlp,92,"opennlp.tools.parser.AbstractContextGenerator.cons2(List<String>,Cons,Cons,Collection<Parse>,boolean)",31,1.64516129,17.4833333,0.564,19.5,0.62903226,51,11,10,51,16,12,0.21568628,0.19607843,0.31372549,0.23529412,14,29,153,0.4516129,0.93548387,4.93548387,0,253,1,0.849936555,0.671598769,0.990180118,0.43929533
jcodec297,jcodec,297,"org.jcodec.codecs.prores.ProresDecoder.decodeSlice(ByteBuffer,int[],int[],int[],int,int,int,short,byte[][],byte[][],int,int,int)",16,1.3125,8.55737705,0.535,9,0.5625,21,3,1,21,3,1,0.14285714,0.04761905,0.14285714,0.04761905,5,15,16,0.3125,0.9375,1,12,123,0.91111111,1.048062843,0.564512023,1.106090287,0.440083883
druid423,druid,423,com.alibaba.druid.sql.dialect.hive.parser.HiveStatementParser.createSQLSelectParser(),15,1.2,10.3333333,0.689,15,1,18,3,3,18,9,8,0.16666667,0.16666667,0.5,0.44444444,1,2,1,0.06666667,0.13333333,0.06666667,0,8,1,0.55555556,1.094317532,1.143958907,0.44444444
jcodec8,jcodec,8,org.jcodec.codecs.h264.decode.SliceDecoder.initContext(),14,2.14285714,8.39622642,0.600,9,0.64285714,30,9,5,30,18,8,0.3,0.16666667,0.6,0.26666667,1,12,-1,0.07142857,0.85714286,-0.0714286,0,137,1,0.815676894,0.695971562,0.975214374,0.445715307
spark11,spark,11,spark.staticfiles.StaticFilesConfiguration.configureExternal(String),20,8.85,9.6,0.480,11,0.55,177,41,0,177,95,0,0.23163842,0,0.53672316,0,5,16,7,0.25,0.8,0.35,11,50,0.81967213,1.09658561,0.55,1.141271221,0.45
jcodec299,jcodec,299,"org.jcodec.codecs.h264.decode.PredictionMerger.weight(byte[],int,int,int,int,int,int,int,byte[])",17,1.47058824,10.1724138,0.598,11,0.64705882,25,9,4,25,13,7,0.36,0.16,0.52,0.28,6,13,6,0.35294118,0.76470588,0.35294118,0,100,1,0.801852528,0.705042635,0.968031568,0.450519119
jcodec84,jcodec,84,"org.jcodec.codecs.h264.decode.SliceReader._readChromaAC(boolean,boolean,int,int[],int,MBType,boolean,int[][])",12,1.41666667,6.52173913,0.543,7,0.58333333,17,2,2,17,6,3,0.11764706,0.11764706,0.35294118,0.17647059,4,11,4,0.33333333,0.91666667,0.33333333,0,51,1,0.922936511,0.609442075,1.00919694,0.45249639
jcodec321,jcodec,321,org.jcodec.containers.mp3.MPEGAudioDemuxer.skipJunk(),13,1.92307692,5.72727273,0.441,8,0.61538462,25,6,3,25,10,6,0.24,0.12,0.4,0.24,4,14,5,0.30769231,1.07692308,0.38461539,5,46,0.90196078,0.851779896,0.660528751,0.977905021,0.453353053
mybatis-3273,mybatis-3,273,org.apache.ibatis.executor.BaseExecutor.close(boolean),17,1.64705882,9.38461539,0.552,11.5,0.67647059,28,4,4,28,10,9,0.14285714,0.14285714,0.35714286,0.32142857,3,13,5,0.17647059,0.76470588,0.29411765,0,36,1,0.751751598,0.748951791,0.958160553,0.456056581
spatial4j67,spatial4j,67,org.locationtech.spatial4j.shape.impl.RectangleImpl.relate(Rectangle),17,7.29411765,9.25,0.544,11,0.64705882,124,23,21,124,40,37,0.18548387,0.16935484,0.32258065,0.2983871,10,14,120,0.58823529,0.82352941,7.05882353,0,67,1,0.78538407,0.71254472,0.954434795,0.46217133
mybatis-3159,mybatis-3,159,"org.apache.ibatis.reflection.MetaObject.setValue(String,Object)",14,2.28571429,7.1875,0.513,8.5,0.60714286,32,6,4,32,11,8,0.1875,0.125,0.34375,0.25,5,12,5,0.35714286,0.85714286,0.35714286,0,42,1,0.846662112,0.656599157,0.964946865,0.465657312
mybatis-3125,mybatis-3,125,"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.createResultObject(ResultSetWrapper,ResultMap,List<Class<?>>,List<Object>,String)",13,2.15384615,6.51612903,0.501,7,0.53846154,28,5,4,28,6,2,0.17857143,0.14285714,0.21428571,0.07142857,6,16,6,0.46153846,1.23076923,0.46153846,12,58,0.82857143,1.036948721,0.543178489,1.073399148,0.467032965
jcodec471,jcodec,471,org.jcodec.codecs.h264.decode.SliceHeaderReader.readReorderingEntries(BitReader),10,2.2,5.625,0.563,6,0.6,22,5,1,22,8,6,0.22727273,0.04545455,0.36363636,0.27272727,3,10,3,0.3,1,0.3,0,34,1,0.830015436,0.659075234,0.942828523,0.484128251
jcodec366,jcodec,366,"org.jcodec.codecs.h264.decode.BlockInterpolator.getChromaXXUnsafe(byte[],int,int,byte[],int,int,int,int,int,int,int,int)",17,1.47058824,8.59259259,0.505,9,0.52941176,25,2,2,25,3,3,0.08,0.08,0.12,0.12,3,13,3,0.17647059,0.76470588,0.17647059,0,148,1,0.997924492,0.542841424,1.026974592,0.485647291
druid314,druid,314,com.alibaba.druid.sql.parser.SQLExprParser.parseOrderBy(),15,1.86666667,8.3,0.553,9,0.6,28,5,4,28,13,8,0.17857143,0.14285714,0.46428571,0.28571429,3,11,3,0.2,0.73333333,0.2,0,35,1,0.818659927,0.664554479,0.932847295,0.491561446
spatial4j8,spatial4j,8,org.locationtech.spatial4j.shape.impl.CircleImpl.relate(Shape),12,10.5833333,6.61538462,0.551,7,0.58333333,127,25,14,127,53,34,0.19685039,0.11023622,0.41732284,0.26771654,6,10,24,0.5,0.83333333,2,5,32,0.86486487,0.842526071,0.641833249,0.936224781,0.4952608
jcodec263,jcodec,263,"org.jcodec.codecs.mpeg12.MPEGPredOct.getPix6(byte[],int,int,int,int,int,int,int[])",10,3.4,5.88372093,0.588,6,0.6,34,7,7,34,10,10,0.20588235,0.20588235,0.29411765,0.29411765,1,10,1,0.1,1,0.1,0,129,1,0.811338334,0.66821044,0.926428568,0.496492892
mybatis-3136,mybatis-3,136,"org.apache.ibatis.executor.resultset.ResultSetWrapper.loadMappedAndUnmappedColumnNames(ResultMap,String)",14,1.5,7.7826087,0.556,7,0.5,21,3,0,21,4,0,0.14285714,0,0.19047619,0,4,13,6,0.28571429,0.92857143,0.42857143,0,70,1,1.118033989,0.5,1.118033989,0.5
junit4594,junit4,594,junit.runner.BaseTestRunner.readPreferences(),14,1.64285714,5.58823529,0.399,7,0.5,23,0,0,23,0,0,0,0,0,0,5,11,13,0.35714286,0.78571429,0.92857143,17,7,0.29166667,1.118033989,0.5,1.118033989,0.5
junit4354,junit4,354,org.junit.experimental.categories.CategoryFilterFactory.parseCategories(String),13,1.92307692,6.5,0.500,6.5,0.5,25,0,0,25,0,0,0,0,0,0,2,6,2,0.15384615,0.46153846,0.15384615,0,33,1,1.118033989,0.5,1.118033989,0.5
junit4170,junit4,170,org.junit.internal.TextListener.printFooter(Result),11,2.09090909,5.91666667,0.538,5.5,0.5,23,0,0,23,0,0,0,0,0,0,3,10,3,0.27272727,0.90909091,0.27272727,0,63,1,1.118033989,0.5,1.118033989,0.5
jcodec333,jcodec,333,"org.jcodec.codecs.h264.decode.BlockInterpolator.getChromaX0Unsafe(byte[],int,int,byte[],int,int,int,int,int,int,int)",12,1.5,5.86206897,0.489,6,0.5,18,0,0,18,1,1,0,0,0.05555556,0.05555556,3,10,3,0.25,0.83333333,0.25,0,86,1,1.068632444,0.503076953,1.068632444,0.503076953
jcodec408,jcodec,408,"org.jcodec.containers.mps.MPSUtils.mpeg2Pes(int,int,int,ByteBuffer,long)",16,1.625,8.57894737,0.536,8,0.5,26,5,4,26,7,3,0.19230769,0.15384615,0.26923077,0.11538462,3,16,3,0.1875,1,0.1875,10,53,0.84126984,1.016141905,0.513140927,1.016141905,0.513140927
gson65,gson,65,com.google.gson.stream.JsonWriter.name(String),11,11.6363636,7.16666667,0.652,8.5,0.77272727,128,26,21,128,71,59,0.203125,0.1640625,0.5546875,0.4609375,4,9,8,0.36363636,0.81818182,0.72727273,0,27,1,0.585013908,0.899761531,0.942176105,0.513922438
druid564,druid,564,com.alibaba.druid.sql.parser.SQLExprParser.parsePrimaryKey(),15,1.8,7.54545455,0.503,8,0.53333333,27,12,5,27,15,6,0.44444444,0.18518519,0.55555556,0.22222222,2,11,2,0.13333333,0.73333333,0.13333333,0,34,1,0.907036965,0.577777774,0.943070897,0.516875706
mybatis-377,mybatis-3,77,org.apache.ibatis.builder.xml.XMLMapperBuilder.configurationElement(XNode),13,2.23076923,6.57142857,0.505,7,0.53846154,29,10,8,29,12,7,0.34482759,0.27586207,0.4137931,0.24137931,4,13,5,0.30769231,1,0.38461539,0,70,1,0.887988233,0.590088808,0.9302936,0.520847119
jcodec411,jcodec,411,"org.jcodec.codecs.mpeg4.MPEG4Interpolator.vertMiddle8Safe(byte[],int,byte[],int,int,int,int)",14,1.92857143,7.88,0.563,7,0.5,27,3,1,27,10,4,0.11111111,0.03703704,0.37037037,0.14814815,4,16,4,0.28571429,1.14285714,0.28571429,0,108,1,0.987750765,0.521486217,0.987750765,0.521486217
mybatis-348,mybatis-3,48,org.apache.ibatis.reflection.Reflector.addFields(Class<?>),17,1.64705882,7.8125,0.460,8,0.47058824,28,6,0,28,14,0,0.21428571,0,0.5,0,10,15,56,0.58823529,0.88235294,3.29411765,1,63,0.984375,1.131493178,0.47058824,1.10519378,0.52941176
druid666,druid,666,com.alibaba.druid.proxy.jdbc.StatementProxyImpl.getRawObject(),26,1.19230769,13.5,0.519,13.5,0.51923077,31,7,7,31,7,7,0.22580645,0.22580645,0.22580645,0.22580645,1,2,1,0.03846154,0.07692308,0.03846154,0,3,1,0.911325795,0.566205921,0.932188954,0.531156856
jcodec22,jcodec,22,"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeHoris(Picture,int,int,int,int,int,int,int)",20,1.1,9.85,0.493,9.5,0.475,22,2,2,22,4,2,0.09090909,0.09090909,0.18181818,0.09090909,4,17,4,0.2,0.85,0.2,0,123,1,1.049795829,0.483621197,1.025705261,0.532812784
jcodec109,jcodec,109,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma00Unsafe(byte[],int,int,byte[],int,int,int,int,int,int)",10,1.6,4.82352941,0.482,5,0.5,16,3,3,16,7,3,0.1875,0.1875,0.4375,0.1875,3,8,3,0.3,0.8,0.3,0,51,1,0.954021095,0.534000234,0.954021095,0.534000234
opennlp29,opennlp,29,"opennlp.tools.ml.maxent.quasinewton.QNMinimizer.computePseudoGrad(double[],double[],double[])",18,2.72222222,8.45454546,0.470,9,0.5,49,10,4,49,29,10,0.20408163,0.08163265,0.59183674,0.20408163,6,15,6,0.33333333,0.83333333,0.33333333,0,80,1,0.939939387,0.540045657,0.939939387,0.540045657
mybatis-3100,mybatis-3,100,"org.apache.ibatis.builder.xml.XMLMapperBuilder.buildResultMappingFromContext(XNode,Class<?>,List<ResultFlag>)",21,1.52380952,10.8205128,0.515,10,0.47619048,32,3,3,32,7,5,0.09375,0.09375,0.21875,0.15625,3,21,4,0.14285714,1,0.19047619,0,100,1,0.993121582,0.501170067,0.968850575,0.546617303
gson21,gson,21,"com.google.gson.GsonBuilder.registerTypeAdapter(Type,Object)",15,9.13333333,7.31578947,0.488,8,0.53333333,137,29,17,137,78,40,0.21167883,0.12408759,0.56934307,0.2919708,8,10,12,0.53333333,0.66666667,0.8,1,55,0.98214286,0.847987694,0.608022523,0.886425287,0.55047682
mybatis-3213,mybatis-3,213,org.apache.ibatis.executor.statement.PreparedStatementHandler.instantiateStatement(Connection),12,2.5,6.4,0.533,6,0.5,30,2,2,30,7,7,0.06666667,0.06666667,0.23333333,0.23333333,4,13,4,0.33333333,1.08333333,0.33333333,0,42,1,0.915302017,0.551764844,0.915302017,0.551764844
mybatis-324,mybatis-3,24,"org.apache.ibatis.jdbc.ScriptRunner.handleLine(StringBuilder,String)",16,1.625,7.76,0.485,9,0.5625,26,12,5,26,17,9,0.46153846,0.19230769,0.65384615,0.34615385,5,18,5,0.3125,1.125,0.3125,0,64,1,0.786715347,0.660476145,0.862508573,0.557878784
jcodec105,jcodec,105,"org.jcodec.codecs.h264.decode.Intra16x16PredictionBuilder.predictWithMode(int,int[][],boolean,boolean,byte[],byte[],byte[],int,byte[])",12,1.5,7.88461539,0.657,9,0.75,18,5,2,18,13,9,0.27777778,0.11111111,0.72222222,0.5,5,14,5,0.41666667,1.16666667,0.41666667,0,35,1,0.559016994,0.901387819,0.901387819,0.559016994
mybatis-3265,mybatis-3,265,"org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.applyResults(Result[],Class<?>,List<ResultMapping>)",25,1.12,11.5,0.460,12,0.48,28,2,2,28,7,6,0.07142857,0.07142857,0.25,0.21428571,7,8,33,0.28,0.32,1.32,0,89,1,0.94220324,0.525659933,0.920731745,0.562421875
druid712,druid,712,com.alibaba.druid.sql.ast.expr.SQLPropertyExpr.setOwner(SQLExpr),11,1.27272727,5.33333333,0.485,5,0.45454545,14,1,0,14,4,2,0.07142857,0,0.28571429,0.14285714,3,8,4,0.27272727,0.72727273,0.36363636,6,16,0.72727273,1.0159796,0.476465873,0.970208972,0.563851779
spark5,spark,5,"spark.http.matching.MatcherFilter.doFilter(ServletRequest,ServletResponse,FilterChain)",104,1.51923077,42.7475728,0.411,45,0.43269231,158,25,0,158,86,0,0.15822785,0,0.5443038,0,14,47,1,0.13461539,0.45192308,0.00961539,14,167,0.92265193,1.149712144,0.43269231,1.089597465,0.56730769
jcodec449,jcodec,449,"org.jcodec.codecs.h264.decode.BlockInterpolator.getChroma00Unsafe(byte[],int,int,byte[],int,int,int,int,int,int)",10,2.1,4.82352941,0.482,5,0.5,21,4,3,21,6,6,0.19047619,0.14285714,0.28571429,0.28571429,3,8,3,0.3,0.8,0.3,0,51,1,0.871896826,0.575875556,0.871896826,0.575875556
gson6,gson,6,"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.createBoundField(Gson,Field,String,TypeToken<?>,boolean,boolean)",13,12,7.39130435,0.569,6,0.46153846,156,11,7,156,46,33,0.07051282,0.0448718,0.2948718,0.21153846,3,24,12,0.23076923,1.84615385,0.92307692,0,50,1,0.95478397,0.507706874,0.913613348,0.578523422
jcodec195,jcodec,195,org.jcodec.common.io.BitReader.readFast16(int),12,2,6.41176471,0.534,5,0.41666667,24,6,1,24,7,2,0.25,0.04166667,0.29166667,0.08333333,3,10,4,0.25,0.83333333,0.33333333,2,43,0.95555556,1.086533735,0.424918295,1.006920502,0.589255647
jcodec244,jcodec,244,"org.jcodec.codecs.h264.encode.MBEncoderHelper.putBlk(byte[],int[],byte[],int,int,int,int,int)",12,1.91666667,4.78125,0.398,5,0.41666667,23,7,1,23,10,2,0.30434783,0.04347826,0.43478261,0.08695652,3,12,3,0.25,1,0.25,0,109,1,1.083478735,0.425643689,1.003623191,0.58977895
jcodec284,jcodec,284,"org.jcodec.codecs.prores.ProresToThumb2x2.putGroup(byte[],byte[],int,int[],int)",20,1.15,10.0222222,0.501,9,0.45,23,7,7,23,8,5,0.30434783,0.30434783,0.34782609,0.2173913,2,18,2,0.1,0.9,0.1,76,87,0.53374233,0.956543976,0.499758919,0.902760421,0.591404242
spatial4j77,spatial4j,77,org.locationtech.spatial4j.shape.impl.InfBufLine.quadrant(Point),14,9.28571429,5,0.357,6,0.42857143,130,15,9,130,36,20,0.11538462,0.06923077,0.27692308,0.15384615,6,9,12,0.42857143,0.64285714,0.85714286,0,49,1,1.021032296,0.455348338,0.948498713,0.59177635
opennlp158,opennlp,158,"opennlp.tools.parser.chunking.ParserEventStream.addParseEvents(List<Event>,Parse[])",40,1.05,15.1960784,0.380,17,0.425,42,4,2,42,14,7,0.0952381,0.04761905,0.33333333,0.16666667,12,31,98,0.3,0.775,2.45,0,146,1,1.012457129,0.456511532,0.935451463,0.598667503
druid801,druid,801,com.alibaba.druid.sql.dialect.mysql.visitor.MySqlOutputVisitor.visit(SQLAssignItem),18,1.55555556,10.4705882,0.582,12,0.66666667,28,3,3,28,14,14,0.10714286,0.10714286,0.5,0.5,6,13,6,0.33333333,0.72222222,0.33333333,2,54,0.96428571,0.600925211,0.833333336,0.833333336,0.600925211
druid540,druid,540,com.alibaba.druid.sql.dialect.sqlserver.visitor.SQLServerOutputVisitor.visit(SQLExprTableSource),12,1.41666667,6.57142857,0.548,7.5,0.625,17,3,2,17,9,8,0.17647059,0.11764706,0.52941177,0.47058824,5,11,8,0.41666667,0.91666667,0.66666667,0,40,1,0.64876946,0.782354326,0.819085961,0.601729417
jcodec47,jcodec,47,"org.jcodec.codecs.h264.decode.BlockInterpolator.getBlockLuma(Picture,Picture,int,int,int,int,int)",11,2.45454546,6.075,0.552,6.5,0.59090909,27,3,2,27,13,12,0.11111111,0.07407407,0.48148148,0.44444444,5,9,5,0.45454546,0.81818182,0.45454546,0,96,1,0.689925614,0.739394626,0.81105828,0.604058137
jcodec452,jcodec,452,"org.jcodec.codecs.h264.decode.BlockInterpolator.getChroma0XUnsafe(byte[],int,int,byte[],int,int,int,int,int,int,int)",15,1.66666667,6.70967742,0.447,6,0.4,25,3,1,25,8,2,0.12,0.04,0.32,0.08,3,12,3,0.2,0.8,0.2,0,90,1,1.098362417,0.407921561,1.003194896,0.605309838
druid312,druid,312,com.alibaba.druid.sql.dialect.mysql.parser.MySqlStatementParser.parseCreateIndexUsing(SQLCreateIndexStatement),11,1.81818182,5.88888889,0.535,6,0.54545455,20,8,1,20,16,8,0.4,0.05,0.8,0.4,4,12,4,0.36363636,1.09090909,0.36363636,14,33,0.70212766,0.752736053,0.67640274,0.81087648,0.605484571
druid451,druid,451,com.alibaba.druid.sql.visitor.SQLASTOutputVisitor.printIndent(),10,1.1,4.4,0.440,6,0.6,11,2,2,11,5,5,0.18181818,0.18181818,0.45454546,0.45454546,4,7,12,0.4,0.7,1.2,7,19,0.73076923,0.676402732,0.752736059,0.810876473,0.605484579
jcodec421,jcodec,421,"org.jcodec.codecs.h264.decode.Intra8x8PredictionBuilder.interpolateTop(boolean,boolean,byte[],byte[],int,int,byte[])",15,2.06666667,7.24528302,0.483,6,0.4,31,9,1,31,18,3,0.29032258,0.03225807,0.58064516,0.09677419,6,14,16,0.4,0.93333333,1.06666667,0,180,1,1.084350895,0.411540088,0.987834431,0.607754263
jcodec350,jcodec,350,"org.jcodec.scale.BaseResampler.getPel(Picture,int,int,int)",12,1.41666667,4.88235294,0.407,5,0.41666667,17,4,1,17,4,3,0.23529412,0.05882353,0.23529412,0.17647059,5,12,16,0.41666667,1,1.33333333,0,45,1,1.00919694,0.45249639,0.922936511,0.609442075
opennlp67,opennlp,67,"opennlp.tools.tokenize.TokenizerME.train(ObjectStream<TokenSample>,TokenizerFactory,TrainingParameters)",12,4.25,5,0.417,5,0.41666667,51,2,2,51,9,9,0.03921569,0.03921569,0.17647059,0.17647059,1,6,1,0.08333333,0.5,0.08333333,0,31,1,1.00919694,0.45249639,0.922936511,0.609442075
jcodec197,jcodec,197,"org.jcodec.codecs.h264.decode.Intra8x8PredictionBuilder.predictVertical(int[],boolean,boolean,byte[],byte[],int,int,int,byte[])",12,1.66666667,6.1372549,0.511,6,0.5,20,6,4,20,12,7,0.3,0.2,0.6,0.35,2,15,2,0.16666667,1.25,0.16666667,0,178,1,0.820060973,0.610327781,0.820060973,0.610327781
jcodec183,jcodec,183,"org.jcodec.codecs.h264.decode.BlockInterpolator.getChromaX0(byte[],int,int,byte[],int,int,int,int,int,int,int)",11,2.27272727,4.56521739,0.415,5,0.45454545,25,5,5,25,7,7,0.2,0.2,0.28,0.28,4,10,6,0.36363636,0.90909091,0.54545455,1,72,0.98630137,0.90328327,0.533864745,0.85147611,0.613123696
opennlp147,opennlp,147,opennlp.tools.ml.maxent.io.GISModelWriter.sortValues(),23,1.65217391,9.8125,0.427,9,0.39130435,38,2,2,38,5,3,0.05263158,0.05263158,0.13157895,0.07894737,2,11,2,0.08695652,0.47826087,0.08695652,0,51,1,1.104014647,0.399188905,1.000728256,0.613794006
druid623,druid,623,com.alibaba.druid.pool.DruidPooledConnection.checkState(),15,1.33333333,7.55555556,0.504,8,0.53333333,20,6,6,20,8,8,0.3,0.3,0.4,0.4,3,13,4,0.2,0.86666667,0.26666667,0,25,1,0.760116952,0.666666664,0.80277297,0.6146363
jcodec386,jcodec,386,org.jcodec.containers.mp4.boxes.AudioSampleEntry.getEndian(),12,2.08333333,4.85714286,0.405,5,0.41666667,25,5,5,25,6,5,0.2,0.2,0.24,0.2,6,14,6,0.5,1.16666667,0.5,16,37,0.69811321,0.990089781,0.462180824,0.902003943,0.616666664
jcodec36,jcodec,36,org.jcodec.codecs.h264.decode.SliceDecoder.decodeMacroblocks(Frame[][]),15,1.4,6.65625,0.444,6,0.4,21,6,5,21,7,3,0.28571429,0.23809524,0.33333333,0.14285714,2,15,2,0.13333333,1,0.13333333,0,81,1,1.046276198,0.42474482,0.945882594,0.616772375
mybatis-3258,mybatis-3,258,"org.apache.ibatis.builder.BaseBuilder.resolveTypeHandler(Class<?>,Class<?extendsTypeHandler<?>>)",10,3.3,4.75,0.475,5,0.5,33,2,2,33,12,12,0.06060606,0.06060606,0.36363636,0.36363636,3,7,4,0.3,0.7,0.4,0,19,1,0.809295176,0.618248657,0.809295176,0.618248657
opennlp82,opennlp,82,"opennlp.tools.postag.POSTaggerME.train(String,ObjectStream<POSSample>,TrainingParameters,POSTaggerFactory)",41,1.26829268,17.4285714,0.425,16,0.3902439,52,4,4,52,8,6,0.07692308,0.07692308,0.15384615,0.11538462,6,30,16,0.14634146,0.73170732,0.3902439,60,59,0.49579832,1.074405357,0.406944606,0.966868487,0.620577241
jcodec178,jcodec,178,"org.jcodec.common.model.Picture.planeEquals(Picture,int)",10,2.5,4.5,0.450,4,0.4,25,4,3,25,4,4,0.16,0.12,0.16,0.16,6,11,16,0.6,1.1,1.6,32,80,0.71428571,1.032279032,0.430813185,0.930376268,0.620966988
spark48,spark,48,"spark.route.Routes.findMultiple(HttpMethod,String,String)",16,11.625,6.65,0.416,7,0.4375,186,35,31,186,70,49,0.18817204,0.16666667,0.37634409,0.26344086,4,11,4,0.25,0.6875,0.25,0,64,1,0.9267824,0.510692997,0.856694588,0.621133912
opennlp66,opennlp,66,opennlp.tools.parser.Parse.insert(Parse),31,1.5483871,13.3103448,0.429,12,0.38709677,48,9,4,48,15,5,0.1875,0.08333333,0.3125,0.10416667,6,25,6,0.19354839,0.80645161,0.19354839,10,70,0.875,1.085434348,0.400867315,0.975889986,0.621692098
mybatis-329,mybatis-3,29,org.apache.ibatis.executor.resultset.DefaultResultSetHandler.getFirstResultSet(Statement),14,2.5,6.375,0.455,7,0.5,35,5,5,35,13,13,0.14285714,0.14285714,0.37142857,0.37142857,5,9,8,0.35714286,0.64285714,0.57142857,0,28,1,0.803182447,0.622863695,0.803182447,0.622863695
gson31,gson,31,"com.google.gson.internal.ConstructorConstructor.newDefaultImplementationConstructor(Type,Class<?superT>)",72,1.91666667,33.6666667,0.468,34,0.47222222,138,13,12,138,53,46,0.0942029,0.08695652,0.38405797,0.33333333,12,57,42,0.16666667,0.79166667,0.58333333,0,102,1,0.850290441,0.578018109,0.816968955,0.624227918
jcodec290,jcodec,290,org.jcodec.common.io.DummyBitstreamReader.read1BitInt(),13,1.84615385,5.25,0.404,6.5,0.5,24,5,2,24,11,9,0.20833333,0.08333333,0.45833333,0.375,3,9,3,0.23076923,0.69230769,0.23076923,2,32,0.94117647,0.80039053,0.625,0.80039053,0.625
jcodec469,jcodec,469,"org.jcodec.codecs.h264.decode.ChromaPredictionBuilder.predictWithMode(int[][],int,int,boolean,boolean,byte[],byte[],byte[],byte[])",12,1.5,7.42307692,0.619,7.5,0.625,18,5,5,18,9,9,0.27777778,0.27777778,0.5,0.5,5,14,5,0.41666667,1.16666667,0.41666667,0,35,1,0.625,0.80039053,0.80039053,0.625
druid569,druid,569,com.alibaba.druid.pool.DruidDataSource.emptySignal(),16,1.5,9.35714286,0.585,10,0.625,24,2,1,24,19,12,0.08333333,0.04166667,0.79166667,0.5,4,11,8,0.25,0.6875,0.5,1,42,0.97674419,0.625,0.80039053,0.80039053,0.625
mybatis-376,mybatis-3,76,"org.apache.ibatis.reflection.TypeParameterResolver.resolveParameterizedType(ParameterizedType,Type,Class<?>)",15,2,5.76470588,0.384,6,0.4,30,5,2,30,17,6,0.16666667,0.06666667,0.56666667,0.2,5,16,5,0.33333333,1.06666667,0.33333333,0,80,1,1,0.447213595,0.894427191,0.632455532
