CompositeKey,Project,MethodIndex,MethodName,MethodLength,EditDensity,AveUseDefDist,AveUseDefDist/MethodLength,MedDefUseDist,MedUseDefDist/MethodLength,CountLine,CompiledLine,PassedLine,CountStat,CompiledStat,PassedStat,PropLineCompiled,PropLinePassed,PropStatCompiled,PropStatPassed,cyclomatic,ncss,npath,cyc/length,ncss/length,npath/length,InstCoverage-missed,InstCoverage-covered,InstCoverage,DistTopCorner,DistBotCorner,DistTopLeft,DistBotRight
junit4273,junit4,273,"org.junit.Assert.assertThrows(String,Class<T>,ThrowingRunnable)",28,1.07142857,6.51724138,0.233,3,0.10714286,30,3,2,30,11,5,0.1,0.06666667,0.36666667,0.16666667,4,19,5,0.14285714,0.67857143,0.17857143,26,72,0.73469388,1.221326456,0.19813473,0.840192854,0.908279501
spark55,spark,55,spark.embeddedserver.jetty.EmbeddedJettyServer.extinguish(),10,18.6,4.14285714,0.414,3,0.3,186,42,42,186,108,108,0.22580645,0.22580645,0.58064516,0.58064516,3,8,4,0.3,0.8,0.4,8,17,0.68,0.816001521,0.653566218,0.515614664,0.909477213
opennlp132,opennlp,132,opennlp.tools.languagemodel.NGramLanguageModel.calculateProbability(StringList),12,4.91666667,1.625,0.135,1.5,0.125,59,10,7,59,22,15,0.16949153,0.11864407,0.37288136,0.25423729,6,15,10,0.5,1.25,0.83333333,12,46,0.79310345,1.149689967,0.283304782,0.756166,0.911186918
mybatis-3180,mybatis-3,180,org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.getParameterType(Method),13,2,2.28571429,0.176,2,0.15384615,26,5,5,26,9,9,0.19230769,0.19230769,0.34615385,0.34615385,5,10,5,0.38461539,0.76923077,0.38461539,0,38,1,1.069341445,0.378802225,0.671701888,0.914220338
gson27,gson,27,com.google.gson.JsonParser.parse(Reader),12,12.9166667,2.25,0.188,1.5,0.125,155,7,7,155,45,43,0.04516129,0.04516129,0.29032258,0.27741936,6,12,7,0.5,1,0.58333333,17,24,0.58536585,1.134789752,0.304280301,0.733312881,0.917925107
spatial4j71,spatial4j,71,org.locationtech.spatial4j.shape.jts.JtsGeometry.unwrapDateline(Geometry),51,2.60784314,9.37037037,0.184,5,0.09803922,133,13,9,133,25,23,0.09774436,0.06766917,0.18796993,0.17293233,7,37,2,0.1372549,0.7254902,0.03921569,4,86,0.95555556,1.223754134,0.198789535,0.832858103,0.918389264
mybatis-359,mybatis-3,59,"org.apache.ibatis.builder.xml.XMLIncludeTransformer.applyIncludes(Node,Properties,boolean)",29,1.37931035,7.85106383,0.271,3,0.10344828,40,9,5,40,17,8,0.225,0.125,0.425,0.2,12,24,16,0.4137931,0.82758621,0.55172414,0,122,1,1.201584365,0.225170039,0.806660738,0.918588584
junit4465,junit4,465,"org.junit.experimental.theories.internal.AllMembersSupplier.addMultiPointMethods(ParameterSignature,List<PotentialAssignment>)",14,2.28571429,3.8,0.271,3.5,0.25,32,1,1,32,17,17,0.03125,0.03125,0.53125,0.53125,8,11,9,0.57142857,0.78571429,0.64285714,0,58,1,0.884435731,0.587134195,0.53125,0.919090073
arthas3,arthas,3,com.taobao.arthas.core.util.TokenUtils.findSecondTokenText(List<CliToken>),10,329.1,2.42857143,0.243,1,0.1,3291,580,253,3291,1547,624,0.17623823,0.07687633,0.47006989,0.18960802,7,11,15,0.7,1.1,1.5,0,35,1,1.21108842,0.214362313,0.816538524,0.919756055
druid932,druid,932,"com.alibaba.druid.filter.FilterChainImpl.resultSet_getObject(ResultSetProxy,int)",22,1.13636364,5.84,0.265,3,0.13636364,25,1,1,25,10,8,0.04,0.04,0.4,0.32,4,10,8,0.18181818,0.45454546,0.36363636,0,47,1,1.099212337,0.347843416,0.693538061,0.921014529
junit4467,junit4,467,org.junit.rules.TemporaryFolder.recursiveDelete(File),12,2.33333333,4,0.333,2,0.16666667,28,6,6,28,11,11,0.21428571,0.21428571,0.39285714,0.39285714,5,9,8,0.41666667,0.75,0.66666667,2,33,0.94285714,1.031051352,0.426748768,0.629603233,0.921293206
gson5,gson,5,"com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.write(JsonWriter,T)",17,8.70588235,5.4375,0.320,3,0.17647059,148,29,24,148,63,62,0.19594595,0.16216216,0.42567568,0.41891892,4,13,4,0.23529412,0.76470588,0.23529412,0,40,1,1.007896776,0.45457115,0.607286663,0.923955492
mybatis-391,mybatis-3,91,org.apache.ibatis.mapping.MappedStatement.getBoundSql(Object),18,2.38888889,4.31578947,0.240,2,0.11111111,43,6,5,43,12,11,0.13953488,0.11627907,0.27906977,0.25581395,6,12,12,0.33333333,0.66666667,0.66666667,14,44,0.75862069,1.159282682,0.278902233,0.752435084,0.924967154
mybatis-3157,mybatis-3,157,"org.apache.ibatis.datasource.unpooled.UnpooledDataSourceFactory.convertValue(MetaObject,String,String)",10,3.6,3.30769231,0.331,3,0.3,36,7,5,36,22,22,0.19444444,0.13888889,0.61111111,0.61111111,7,12,7,0.7,1.2,0.7,11,26,0.7027027,0.800771234,0.680776607,0.491156359,0.929223756
druid867,druid,867,com.alibaba.druid.sql.dialect.mysql.visitor.MySqlSchemaStatVisitor.visit(MySqlExplainStatement),18,1.05555556,6.76470588,0.376,3,0.16666667,19,3,3,19,11,8,0.15789474,0.15789474,0.57894737,0.42105263,6,13,18,0.33333333,0.72222222,1,0,44,1,1.014704142,0.45283893,0.602459821,0.933664691
druid531,druid,531,com.alibaba.druid.pool.DruidDataSource.initFromSPIServiceLoader(),14,1.78571429,3.75,0.268,1.5,0.10714286,25,2,2,25,7,7,0.08,0.08,0.28,0.28,6,11,10,0.42857143,0.78571429,0.71428571,35,15,0.3,1.146993406,0.299799254,0.727928288,0.935731731
druid230,druid,230,com.alibaba.druid.stat.DruidDataSourceStatManager.getDataSourceList(),12,1.75,3,0.250,1.5,0.125,21,0,0,21,7,7,0,0,0.33333333,0.33333333,2,9,2,0.16666667,0.75,0.16666667,0,44,1,1.100031567,0.356000153,0.678284195,0.936341876
jcodec196,jcodec,196,org.jcodec.api.FrameGrab.createFrameGrab(SeekableByteChannel),22,1.04545455,4.5,0.205,2.5,0.11363636,23,6,6,23,7,7,0.26086957,0.26086957,0.30434783,0.30434783,5,22,8,0.22727273,1,0.36363636,20,39,0.66101695,1.126753054,0.324870473,0.704872445,0.937159594
gson15,gson,15,com.google.gson.internal.Streams.parse(JsonReader),19,7.89473684,5,0.263,3,0.15789474,150,13,13,150,63,62,0.08666667,0.08666667,0.42,0.41333333,6,15,8,0.31578947,0.78947368,0.42105263,18,22,0.55,1.02631333,0.442464903,0.607543028,0.938075536
druid858,druid,858,com.alibaba.druid.mock.MockConnection.handleSleep(),13,2.07692308,2.5,0.192,2,0.15384615,27,2,2,27,11,11,0.07407407,0.07407407,0.40740741,0.40740741,4,7,4,0.30769231,0.53846154,0.30769231,1,18,0.94736842,1.033025806,0.435487584,0.612237385,0.939125729
mybatis-3277,mybatis-3,277,"org.apache.ibatis.type.UnknownTypeHandler.resolveTypeHandler(ResultSet,String)",19,1.84210526,4.56,0.240,2,0.10526316,35,4,3,35,10,10,0.11428571,0.08571429,0.28571429,0.28571429,6,17,14,0.31578947,0.89473684,0.73684211,18,50,0.73529412,1.144883439,0.304488076,0.722000283,0.939247927
spark34,spark,34,spark.route.RouteEntry.matchPath(String),57,3.12280702,12.8085106,0.225,7,0.12280702,178,27,22,178,66,60,0.15168539,0.12359551,0.37078652,0.33707865,26,34,864,0.45614035,0.59649123,15.1578947,11,163,0.93678161,1.099514548,0.358752812,0.674200475,0.93972844
junit4600,junit4,600,org.junit.internal.management.ReflectiveThreadMXBean.getThreadCpuTime(long),18,1.77777778,5,0.278,4,0.22222222,32,6,6,32,17,17,0.1875,0.1875,0.53125,0.53125,6,14,7,0.33333333,0.77777778,0.38888889,26,18,0.40909091,0.908110587,0.575855257,0.518757436,0.941894282
spark37,spark,37,"spark.embeddedserver.jetty.EmbeddedJettyServer.ignite(String,int,SslStores,int,int,int)",62,2.64516129,18.125,0.292,12,0.19354839,164,39,35,164,93,80,0.23780488,0.21341463,0.56707317,0.48780488,9,41,144,0.14516129,0.66129032,2.32258065,21,134,0.86451613,0.955357546,0.524799562,0.547544355,0.942506127
mybatis-3233,mybatis-3,233,org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.parsePendingMethods(),12,2.83333333,2.9,0.242,2,0.16666667,34,0,0,34,15,15,0,0,0.44117647,0.44117647,3,8,3,0.25,0.66666667,0.25,0,27,1,1.003358449,0.471608372,0.583147937,0.94291098
druid298,druid,298,com.alibaba.druid.wall.spi.WallVisitorUtils.form(String),14,1.64285714,2.54545455,0.182,3,0.21428571,23,5,5,23,14,12,0.2173913,0.2173913,0.60869565,0.52173913,7,9,27,0.5,0.64285714,1.92857143,12,41,0.77358491,0.919826291,0.564030217,0.524072347,0.943164177
junit4281,junit4,281,org.junit.rules.TemporaryFolder.createTemporaryFolderIn(File),17,1.23529412,3.82352941,0.225,2,0.11764706,21,3,3,21,7,7,0.14285714,0.14285714,0.33333333,0.33333333,3,13,3,0.17647059,0.76470588,0.17647059,27,39,0.59090909,1.105889307,0.353485416,0.676967709,0.943216741
jcodec305,jcodec,305,org.jcodec.common.tools.MathUtil.log2(int),11,2.09090909,2.2,0.200,2,0.18181818,23,7,6,23,14,11,0.30434783,0.26086957,0.60869565,0.47826087,3,10,4,0.27272727,0.90909091,0.36363636,5,23,0.82142857,0.97037787,0.511655461,0.552512054,0.947710373
mybatis-332,mybatis-3,32,org.apache.ibatis.scripting.xmltags.XMLScriptBuilder.parseDynamicTags(XNode),24,1.33333333,6.5,0.271,2.5,0.10416667,32,8,3,32,13,10,0.25,0.09375,0.40625,0.3125,7,22,7,0.29166667,0.91666667,0.29166667,14,89,0.86407767,1.12923585,0.329403924,0.695346637,0.948774792
jcodec226,jcodec,226,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma21(byte[],int,byte[],int,int,int,int,int,int)",12,1.83333333,3.64516129,0.304,2,0.16666667,22,5,5,22,11,10,0.22727273,0.22727273,0.5,0.45454546,3,11,3,0.25,0.91666667,0.25,0,97,1,0.995974444,0.484137743,0.570349397,0.949239703
junit4658,junit4,658,org.junit.internal.runners.ClassRoadie.runAfters(),10,3.7,3.11111111,0.311,2,0.2,37,4,4,37,19,19,0.10810811,0.10810811,0.51351351,0.51351351,4,8,4,0.4,0.8,0.4,22,11,0.33333333,0.936306096,0.551086314,0.525993446,0.950629331
mybatis-3323,mybatis-3,323,org.apache.ibatis.session.Configuration.buildAllStatements(),21,1,6.75,0.321,5,0.23809524,21,2,2,21,15,12,0.0952381,0.0952381,0.71428571,0.57142857,5,13,16,0.23809524,0.61904762,0.76190476,53,22,0.29333333,0.874169511,0.619047618,0.490268104,0.95238095
mybatis-3117,mybatis-3,117,"org.apache.ibatis.builder.xml.XMLMapperEntityResolver.getInputSource(String,String,String)",11,1.90909091,3.33333333,0.303,3,0.27272727,21,2,1,21,15,13,0.0952381,0.04761905,0.71428571,0.61904762,3,9,3,0.27272727,0.81818182,0.27272727,1,21,0.95454546,0.821005688,0.676461469,0.468513479,0.955063129
opennlp11,opennlp,11,opennlp.tools.ml.model.FileEventStream.read(),44,1.15909091,5.25,0.119,2,0.04545455,51,2,2,51,9,3,0.03921569,0.03921569,0.17647059,0.05882353,3,12,3,0.06818182,0.27272727,0.06818182,0,40,1,1.340511158,0.074339248,0.942273455,0.956356222
druid440,druid,440,com.alibaba.druid.pool.DruidPooledConnection.transactionRecord(String),10,1.9,3.54545455,0.355,2,0.2,19,2,2,19,11,10,0.10526316,0.10526316,0.57894737,0.52631579,5,9,9,0.5,0.9,0.9,0,36,1,0.92971863,0.563034911,0.514175778,0.957605509
junit4390,junit4,390,org.junit.runner.manipulation.Orderer.order(Collection<Description>),18,1.16666667,5.06666667,0.281,3,0.16666667,21,1,1,21,10,10,0.04761905,0.04761905,0.47619048,0.47619048,5,14,12,0.27777778,0.77777778,0.66666667,17,35,0.67307692,0.984286977,0.504514769,0.549685539,0.959792588
mybatis-3317,mybatis-3,317,"org.apache.ibatis.executor.ResultExtractor.extractObjectFromList(List<Object>,Class<?>)",25,1.12,6.72727273,0.269,3,0.12,28,3,3,28,17,11,0.10714286,0.10714286,0.60714286,0.39285714,13,26,13,0.52,1.04,0.52,0,96,1,1.069122281,0.410775769,0.618888077,0.96370988
junit4242,junit4,242,org.junit.internal.runners.statements.ExpectException.evaluate(),17,1.05882353,4.78947368,0.282,2,0.11764706,18,1,1,18,8,7,0.05555556,0.05555556,0.44444444,0.38888889,6,13,14,0.35294118,0.76470588,0.82352941,0,67,1,1.073314259,0.40629472,0.622332403,0.964251668
druid714,druid,714,com.alibaba.druid.pool.DruidPooledStatement.incrementExecuteUpdateCount(),16,1.25,2.71428571,0.170,1,0.0625,20,5,5,20,5,5,0.25,0.25,0.25,0.25,4,11,8,0.25,0.6875,0.5,3,18,0.85714286,1.200585795,0.257694102,0.752599661,0.970260919
spark25,spark,25,spark.resource.ClassPathResourceHandler.getResource(String),35,5.17142857,6.45454546,0.184,4,0.11428571,181,41,38,181,83,72,0.22651934,0.20994475,0.45856354,0.39779006,11,22,68,0.31428571,0.62857143,1.94285714,28,54,0.65853659,1.071049306,0.413881813,0.612958429,0.97094116
jcodec190,jcodec,190,"org.jcodec.common.logging.Logger.message(LogLevel,String,Object[])",23,1.30434783,8.66666667,0.377,3,0.13043478,30,5,4,30,16,13,0.16666667,0.13333333,0.53333333,0.43333333,7,18,32,0.30434783,0.7826087,1.39130435,21,58,0.73417722,1.037908853,0.452538404,0.581484606,0.971556198
mybatis-3239,mybatis-3,239,"org.apache.ibatis.type.StringTypeHandler.getNullableResult(ResultSet,String)",12,2.58333333,5.4,0.450,1,0.08333333,31,4,4,31,10,10,0.12903226,0.12903226,0.32258065,0.32258065,1,2,1,0.08333333,0.16666667,0.08333333,0,4,1,1.139813476,0.333170706,0.682525765,0.971769551
jcodec311,jcodec,311,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma23(byte[],int,byte[],int,int,int,int,int,int)",12,1.66666667,3.78125,0.315,2,0.16666667,20,4,4,20,10,10,0.2,0.2,0.5,0.5,3,11,3,0.25,0.91666667,0.25,0,99,1,0.971825313,0.527046278,0.527046278,0.971825313
gson33,gson,33,com.google.gson.JsonStreamParser.next(),42,4.07142857,11.7272727,0.279,3,0.07142857,171,14,14,171,55,50,0.08187135,0.08187135,0.32163743,0.29239766,6,10,21,0.14285714,0.23809524,0.5,25,11,0.30555556,1.167452771,0.300995734,0.711198363,0.973520052
mybatis-364,mybatis-3,64,org.apache.ibatis.parsing.XNode.parseBody(Node),12,3,2.18181818,0.182,1,0.08333333,36,1,1,36,12,12,0.02777778,0.02777778,0.33333333,0.33333333,4,10,4,0.33333333,0.83333333,0.33333333,2,28,0.93333333,1.13345588,0.343592131,0.671854815,0.975391661
druid690,druid,690,com.alibaba.druid.sql.ast.expr.SQLPropertyExpr.computeHashCode64(),15,1.33333333,4.66666667,0.311,2,0.13333333,20,7,6,20,9,9,0.35,0.3,0.45,0.45,3,15,3,0.2,1,0.2,3,43,0.93478261,1.026455609,0.469337594,0.565930894,0.976530141
spark45,spark,45,spark.resource.ExternalResourceHandler.getResource(String),35,4.8,6.27272727,0.179,4,0.11428571,168,31,26,168,76,70,0.18452381,0.15476191,0.45238095,0.41666667,11,22,68,0.31428571,0.62857143,1.94285714,31,50,0.61728395,1.060550601,0.432055942,0.594423248,0.978826296
druid870,druid,870,"com.alibaba.druid.filter.config.ConfigFilter.getPublicKey(Properties,Properties)",13,1.76923077,3.28571429,0.253,3,0.23076923,23,3,3,23,14,14,0.13043478,0.13043478,0.60869565,0.60869565,5,9,12,0.38461539,0.69230769,0.92307692,0,26,1,0.863038279,0.65097222,0.454283537,0.98093138
mybatis-3272,mybatis-3,272,org.apache.ibatis.transaction.jdbc.JdbcTransaction.setDesiredAutoCommit(boolean),13,3.07692308,4,0.308,3,0.23076923,40,6,6,40,30,25,0.15,0.15,0.75,0.625,4,7,5,0.30769231,0.53846154,0.38461539,35,14,0.28571429,0.855769231,0.666242777,0.440317428,0.991131161
druid402,druid,402,com.alibaba.druid.stat.JdbcStatManager.reset(),13,1.46153846,2.28571429,0.176,1,0.07692308,19,4,4,19,8,8,0.21052632,0.21052632,0.42105263,0.42105263,3,10,4,0.23076923,0.76923077,0.30769231,0,45,1,1.089610507,0.428021585,0.584035288,1.014571987
druid752,druid,752,com.alibaba.druid.pool.DruidPooledStatement.incrementExecuteCount(),16,1.1875,2.71428571,0.170,1,0.0625,19,3,3,19,8,8,0.15789474,0.15789474,0.42105263,0.42105263,4,11,8,0.25,0.6875,0.5,3,18,0.85714286,1.101855847,0.425666028,0.582311177,1.027711811
junit4570,junit4,570,org.junit.internal.runners.ClassRoadie.runBefores(),12,2.41666667,3.33333333,0.278,1,0.08333333,29,7,7,29,14,14,0.24137931,0.24137931,0.48275862,0.48275862,5,11,7,0.41666667,0.91666667,0.58333333,28,13,0.31707317,1.052528588,0.489898284,0.523911337,1.03601818
mybatis-3193,mybatis-3,193,org.apache.ibatis.mapping.CacheBuilder.setStandardDecorators(Cache),19,1.89473684,4.05263158,0.213,2,0.10526316,36,10,7,36,21,19,0.27777778,0.19444444,0.58333333,0.52777778,7,16,26,0.36842105,0.84210526,1.36842105,14,57,0.8028169,1.011705411,0.538172573,0.48381211,1.038799017
junit4302,junit4,302,junit.textui.ResultPrinter.printFooter(TestResult),13,1.76923077,5.5625,0.428,4,0.30769231,23,10,10,23,18,18,0.43478261,0.43478261,0.7826087,0.7826087,3,10,3,0.23076923,0.76923077,0.23076923,0,68,1,0.725636903,0.840922669,0.376740673,1.04487622
arthas2,arthas,2,"com.taobao.arthas.core.view.ObjectView.renderObject(Object,int,int,StringBuilder)",519,6.42774567,130.182045,0.251,15,0.02890173,3336,762,754,3336,2078,1980,0.22841727,0.22601919,0.62290168,0.59352518,93,262,122,0.17919075,0.50481696,0.23506744,377,1326,0.77862595,1.052736258,0.594228449,0.40750103,1.138114225
